Country,WeekEnding,AgeBand,AgeBandQF,Admissions,AdmissionsQF
S92000003,20201108,55-59,"",49,""
S92000003,20201115,55-59,"",42,""
S92000003,20201122,55-59,"",48,""
S92000003,20201129,55-59,"",32,""
S92000003,20201206,55-59,"",19,""
S92000003,20201213,55-59,"",23,""
S92000003,20201220,55-59,"",46,""
S92000003,20201227,55-59,"",31,""
S92000003,20210103,55-59,"",71,""
S92000003,20210110,55-59,"",87,""
S92000003,20210117,55-59,"",97,""
S92000003,20210124,55-59,"",92,""
S92000003,20210131,55-59,"",76,""
S92000003,20210207,55-59,"",71,""
S92000003,20210214,55-59,"",48,""
S92000003,20210221,55-59,"",48,""
S92000003,20210228,55-59,"",49,""
S92000003,20210307,55-59,"",39,""
S92000003,20210314,55-59,"",29,""
S92000003,20210321,55-59,"",21,""
S92000003,20210328,55-59,"",21,""
S92000003,20210404,55-59,"",6,""
S92000003,20210411,55-59,"",15,""
S92000003,20210418,55-59,"","",c
S92000003,20210425,55-59,"",5,""
S92000003,20210502,55-59,"",6,""
S92000003,20210509,55-59,"","",c
S92000003,20210516,55-59,"",8,""
S92000003,20210523,55-59,"",7,""
S92000003,20210530,55-59,"",10,""
S92000003,20210606,55-59,"",9,""
S92000003,20210613,55-59,"",7,""
S92000003,20210620,55-59,"",13,""
S92000003,20210627,55-59,"",11,""
S92000003,20210704,55-59,"",27,""
S92000003,20210711,55-59,"",36,""
S92000003,20210718,55-59,"",24,""
S92000003,20210725,55-59,"",33,""
S92000003,20210801,55-59,"",19,""
S92000003,20210808,55-59,"",17,""
S92000003,20210815,55-59,"",14,""
S92000003,20210822,55-59,"",19,""
S92000003,20210829,55-59,"",34,""
S92000003,20210905,55-59,"",58,""
S92000003,20210912,55-59,"",60,""
S92000003,20210919,55-59,"",64,""
S92000003,20210926,55-59,"",56,""
S92000003,20211003,55-59,"",43,""
S92000003,20211010,55-59,"",40,""
S92000003,20211017,55-59,"",35,""
S92000003,20211024,55-59,"",33,""
S92000003,20211031,55-59,"",49,""
S92000003,20211107,55-59,"",45,""
S92000003,20211114,55-59,"",51,""
S92000003,20211121,55-59,"",49,""
S92000003,20211128,55-59,"",38,""
S92000003,20211205,55-59,"",34,""
S92000003,20211212,55-59,"",36,""
S92000003,20211219,55-59,"",32,""
S92000003,20211226,55-59,"",29,""
S92000003,20220102,55-59,"",53,""
S92000003,20220109,55-59,"",48,""
S92000003,20220116,55-59,"",45,""
S92000003,20220123,55-59,"",45,""
S92000003,20220130,55-59,"",29,""
S92000003,20220206,55-59,"",19,""
S92000003,20220213,55-59,"",27,""
S92000003,20220220,55-59,"",24,""
S92000003,20220227,55-59,"",24,""
S92000003,20220306,55-59,"",29,""
S92000003,20220313,55-59,"",52,""
S92000003,20220320,55-59,"",53,""
S92000003,20220327,55-59,"",33,""
S92000003,20220403,55-59,"",48,""
S92000003,20220410,55-59,"",47,""
S92000003,20220417,55-59,"",41,""
S92000003,20220424,55-59,"",27,""
S92000003,20220501,55-59,"",25,""
S92000003,20220508,55-59,"",21,""
S92000003,20220515,55-59,"","",c
S92000003,20220522,55-59,"",11,""
S92000003,20220529,55-59,"",18,""
S92000003,20220605,55-59,"",17,""
S92000003,20220612,55-59,"",27,""
S92000003,20220619,55-59,"",22,""
S92000003,20220626,55-59,"",47,""
S92000003,20220703,55-59,"",46,""
S92000003,20220710,55-59,"",46,""
S92000003,20220717,55-59,"",39,""
S92000003,20220724,55-59,"",31,""
S92000003,20220731,55-59,"",25,""
S92000003,20220807,55-59,"",11,""
S92000003,20220814,55-59,"",18,""
S92000003,20220821,55-59,"",14,""
S92000003,20220828,55-59,"",12,""
S92000003,20220904,55-59,"",12,""
S92000003,20220911,55-59,"",18,""
S92000003,20220918,55-59,"",18,""
S92000003,20220925,55-59,"",10,""
S92000003,20221002,55-59,"",8,""
S92000003,20221009,55-59,"",6,""
S92000003,20221016,55-59,"","",c
S92000003,20200301,60-64,"",0,""
S92000003,20200308,60-64,"",0,""
S92000003,20200315,60-64,"","",c
S92000003,20200322,60-64,"",26,""
S92000003,20200329,60-64,"",70,""
S92000003,20200405,60-64,"",107,""
S92000003,20200412,60-64,"",84,""
S92000003,20200419,60-64,"",53,""
S92000003,20200426,60-64,"",27,""
S92000003,20200503,60-64,"",25,""
S92000003,20200510,60-64,"",14,""
S92000003,20200517,60-64,"",12,""
S92000003,20200524,60-64,"",8,""
S92000003,20200531,60-64,"",8,""
S92000003,20200607,60-64,"",0,""
S92000003,20200614,60-64,"","",c
S92000003,20200621,60-64,"","",c
S92000003,20200628,60-64,"",0,""
S92000003,20200705,60-64,"",0,""
S92000003,20200712,60-64,"",0,""
S92000003,20200719,60-64,"","",c
S92000003,20200726,60-64,"","",c
S92000003,20200802,60-64,"",0,""
S92000003,20200809,60-64,"",0,""
S92000003,20200816,60-64,"","",c
S92000003,20200823,60-64,"","",c
S92000003,20200830,60-64,"","",c
S92000003,20200906,60-64,"",0,""
S92000003,20200913,60-64,"","",c
S92000003,20200920,60-64,"","",c
S92000003,20200927,60-64,"",15,""
S92000003,20201004,60-64,"",16,""
S92000003,20201011,60-64,"",40,""
S92000003,20201018,60-64,"",46,""
S92000003,20201025,60-64,"",60,""
S92000003,20201101,60-64,"",55,""
S92000003,20201108,60-64,"",50,""
S92000003,20201115,60-64,"",42,""
S92000003,20201122,60-64,"",38,""
S92000003,20201129,60-64,"",29,""
S92000003,20201206,60-64,"",28,""
S92000003,20201213,60-64,"",33,""
S92000003,20201220,60-64,"",39,""
S92000003,20201227,60-64,"",44,""
S92000003,20210103,60-64,"",75,""
S92000003,20210110,60-64,"",87,""
S92000003,20210117,60-64,"",102,""
S92000003,20210124,60-64,"",87,""
S92000003,20210131,60-64,"",69,""
S92000003,20210207,60-64,"",71,""
S92000003,20210214,60-64,"",51,""
S92000003,20210221,60-64,"",56,""
S92000003,20210228,60-64,"",42,""
S92000003,20210307,60-64,"",23,""
S92000003,20210314,60-64,"",17,""
S92000003,20210321,60-64,"",16,""
S92000003,20210328,60-64,"",18,""
S92000003,20210404,60-64,"",13,""
S92000003,20210411,60-64,"",6,""
S92000003,20210418,60-64,"","",c
S92000003,20210425,60-64,"","",c
S92000003,20210502,60-64,"","",c
S92000003,20210509,60-64,"","",c
S92000003,20210516,60-64,"","",c
S92000003,20210523,60-64,"","",c
S92000003,20210530,60-64,"",13,""
S92000003,20210606,60-64,"",5,""
S92000003,20210613,60-64,"",8,""
S92000003,20210620,60-64,"",10,""
S92000003,20210627,60-64,"",8,""
S92000003,20210704,60-64,"",28,""
S92000003,20210711,60-64,"",35,""
S92000003,20210718,60-64,"",39,""
S92000003,20210725,60-64,"",23,""
S92000003,20210801,60-64,"",18,""
S92000003,20210808,60-64,"",22,""
S92000003,20210815,60-64,"",22,""
S92000003,20210822,60-64,"",19,""
S92000003,20210829,60-64,"",36,""
S92000003,20210905,60-64,"",62,""
S92000003,20210912,60-64,"",80,""
S92000003,20210919,60-64,"",67,""
S92000003,20210926,60-64,"",46,""
S92000003,20211003,60-64,"",39,""
S92000003,20211010,60-64,"",38,""
S92000003,20211017,60-64,"",34,""
S92000003,20211024,60-64,"",49,""
S92000003,20211031,60-64,"",48,""
S92000003,20211107,60-64,"",50,""
S92000003,20211114,60-64,"",45,""
S92000003,20211121,60-64,"",45,""
S92000003,20211128,60-64,"",46,""
S92000003,20211205,60-64,"",26,""
S92000003,20211212,60-64,"",32,""
S92000003,20211219,60-64,"",26,""
S92000003,20211226,60-64,"",26,""
S92000003,20220102,60-64,"",44,""
S92000003,20220109,60-64,"",56,""
S92000003,20220116,60-64,"",60,""
S92000003,20220123,60-64,"",31,""
S92000003,20220130,60-64,"",29,""
S92000003,20220206,60-64,"",29,""
S92000003,20220213,60-64,"",27,""
S92000003,20220220,60-64,"",37,""
S92000003,20220227,60-64,"",36,""
S92000003,20220306,60-64,"",32,""
S92000003,20220313,60-64,"",40,""
S92000003,20220320,60-64,"",58,""
S92000003,20220327,60-64,"",63,""
S92000003,20220403,60-64,"",52,""
S92000003,20220410,60-64,"",37,""
S92000003,20220417,60-64,"",27,""
S92000003,20220424,60-64,"",28,""
S92000003,20220501,60-64,"",28,""
S92000003,20220508,60-64,"",21,""
S92000003,20220515,60-64,"",16,""
S92000003,20220522,60-64,"",16,""
S92000003,20220529,60-64,"",23,""
S92000003,20220605,60-64,"",25,""
S92000003,20220612,60-64,"",33,""
S92000003,20220619,60-64,"",37,""
S92000003,20220626,60-64,"",48,""
S92000003,20220703,60-64,"",61,""
S92000003,20220710,60-64,"",63,""
S92000003,20220717,60-64,"",44,""
S92000003,20220724,60-64,"",38,""
S92000003,20220731,60-64,"",33,""
S92000003,20220807,60-64,"",27,""
S92000003,20220814,60-64,"",19,""
S92000003,20220821,60-64,"",16,""
S92000003,20220828,60-64,"",19,""
S92000003,20220904,60-64,"",16,""
S92000003,20220911,60-64,"",20,""
S92000003,20220918,60-64,"",16,""
S92000003,20220925,60-64,"",16,""
S92000003,20221002,60-64,"",20,""
S92000003,20221009,60-64,"",16,""
S92000003,20221016,60-64,"",11,""
S92000003,20200301,65-69,"",0,""
S92000003,20200308,65-69,"",0,""
S92000003,20200315,65-69,"","",c
S92000003,20200322,65-69,"",16,""
S92000003,20200329,65-69,"",62,""
S92000003,20200405,65-69,"",106,""
S92000003,20200412,65-69,"",61,""
S92000003,20200419,65-69,"",30,""
S92000003,20200426,65-69,"",28,""
S92000003,20200503,65-69,"",17,""
S92000003,20200510,65-69,"",14,""
S92000003,20200517,65-69,"",6,""
S92000003,20200524,65-69,"","",c
S92000003,20200531,65-69,"",6,""
S92000003,20200607,65-69,"","",c
S92000003,20200614,65-69,"","",c
S92000003,20200621,65-69,"","",c
S92000003,20200628,65-69,"","",c
S92000003,20200705,65-69,"",0,""
S92000003,20200712,65-69,"","",c
S92000003,20200719,65-69,"",0,""
S92000003,20200726,65-69,"",0,""
S92000003,20200802,65-69,"",0,""
S92000003,20200809,65-69,"",0,""
S92000003,20200816,65-69,"","",c
S92000003,20200823,65-69,"","",c
S92000003,20200830,65-69,"","",c
S92000003,20200906,65-69,"","",c
S92000003,20200913,65-69,"","",c
S92000003,20200920,65-69,"",6,""
S92000003,20200927,65-69,"",15,""
S92000003,20201004,65-69,"",15,""
S92000003,20201011,65-69,"",25,""
S92000003,20201018,65-69,"",61,""
S92000003,20201025,65-69,"",75,""
S92000003,20201101,65-69,"",58,""
S92000003,20201108,65-69,"",32,""
S92000003,20201115,65-69,"",45,""
S92000003,20201122,65-69,"",41,""
S92000003,20201129,65-69,"",33,""
S92000003,20201206,65-69,"",29,""
S92000003,20201213,65-69,"",30,""
S92000003,20201220,65-69,"",23,""
S92000003,20201227,65-69,"",45,""
S92000003,20210103,65-69,"",66,""
S92000003,20210110,65-69,"",105,""
S92000003,20210117,65-69,"",97,""
S92000003,20210124,65-69,"",72,""
S92000003,20210131,65-69,"",56,""
S92000003,20210207,65-69,"",40,""
S92000003,20210214,65-69,"",37,""
S92000003,20210221,65-69,"",39,""
S92000003,20210228,65-69,"",36,""
S92000003,20210307,65-69,"","",c
S92000003,20210314,65-69,"",10,""
S92000003,20210321,65-69,"",7,""
S92000003,20210328,65-69,"",8,""
S92000003,20210404,65-69,"","",c
S92000003,20210411,65-69,"","",c
S92000003,20210418,65-69,"","",c
S92000003,20210425,65-69,"","",c
S92000003,20210502,65-69,"","",c
S92000003,20210509,65-69,"","",c
S92000003,20210516,65-69,"","",c
S92000003,20210523,65-69,"","",c
S92000003,20210530,65-69,"","",c
S92000003,20210606,65-69,"",5,""
S92000003,20210613,65-69,"",5,""
S92000003,20210620,65-69,"",10,""
S92000003,20210627,65-69,"",7,""
S92000003,20210704,65-69,"",16,""
S92000003,20210711,65-69,"",29,""
S92000003,20210718,65-69,"",29,""
S92000003,20210725,65-69,"",27,""
S92000003,20210801,65-69,"",21,""
S92000003,20210808,65-69,"",22,""
S92000003,20210815,65-69,"",12,""
S92000003,20210822,65-69,"",11,""
S92000003,20210829,65-69,"",30,""
S92000003,20210905,65-69,"",37,""
S92000003,20210912,65-69,"",66,""
S92000003,20210919,65-69,"",53,""
S92000003,20210926,65-69,"",56,""
S92000003,20211003,65-69,"",43,""
S92000003,20211010,65-69,"",48,""
S92000003,20211017,65-69,"",37,""
S92000003,20211024,65-69,"",45,""
S92000003,20211031,65-69,"",47,""
S92000003,20211107,65-69,"",41,""
S92000003,20211114,65-69,"",45,""
S92000003,20211121,65-69,"",29,""
S92000003,20211128,65-69,"",28,""
S92000003,20211205,65-69,"",23,""
S92000003,20211212,65-69,"",36,""
S92000003,20211219,65-69,"",20,""
S92000003,20211226,65-69,"",23,""
S92000003,20220102,65-69,"",58,""
S92000003,20220109,65-69,"",56,""
S92000003,20220116,65-69,"",60,""
S92000003,20220123,65-69,"",40,""
S92000003,20220130,65-69,"",32,""
S92000003,20220206,65-69,"",23,""
S92000003,20220213,65-69,"",30,""
S92000003,20220220,65-69,"",31,""
S92000003,20220227,65-69,"",47,""
S92000003,20220306,65-69,"",42,""
S92000003,20220313,65-69,"",61,""
S92000003,20220320,65-69,"",61,""
S92000003,20220327,65-69,"",88,""
S92000003,20220403,65-69,"",59,""
S92000003,20220410,65-69,"",40,""
S92000003,20220417,65-69,"",43,""
S92000003,20220424,65-69,"",31,""
S92000003,20220501,65-69,"",29,""
S92000003,20220508,65-69,"",30,""
S92000003,20220515,65-69,"",19,""
S92000003,20220522,65-69,"",25,""
S92000003,20220529,65-69,"",24,""
S92000003,20220605,65-69,"",29,""
S92000003,20220612,65-69,"",30,""
S92000003,20220619,65-69,"",40,""
S92000003,20220626,65-69,"",61,""
S92000003,20220703,65-69,"",87,""
S92000003,20220710,65-69,"",63,""
S92000003,20220717,65-69,"",76,""
S92000003,20220724,65-69,"",55,""
S92000003,20220731,65-69,"",37,""
S92000003,20220807,65-69,"",39,""
S92000003,20220814,65-69,"",30,""
S92000003,20220821,65-69,"",19,""
S92000003,20220828,65-69,"",17,""
S92000003,20220904,65-69,"",20,""
S92000003,20220911,65-69,"",16,""
S92000003,20220918,65-69,"",17,""
S92000003,20220925,65-69,"",27,""
S92000003,20221002,65-69,"",21,""
S92000003,20221009,65-69,"",21,""
S92000003,20221016,65-69,"",16,""
S92000003,20200301,70-74,"",0,""
S92000003,20200308,70-74,"","",c
S92000003,20200315,70-74,"",5,""
S92000003,20200322,70-74,"",30,""
S92000003,20200329,70-74,"",90,""
S92000003,20200405,70-74,"",135,""
S92000003,20200412,70-74,"",79,""
S92000003,20200419,70-74,"",50,""
S92000003,20200426,70-74,"",35,""
S92000003,20200503,70-74,"",26,""
S92000003,20200510,70-74,"",11,""
S92000003,20200517,70-74,"",16,""
S92000003,20200524,70-74,"",7,""
S92000003,20200531,70-74,"","",c
S92000003,20200607,70-74,"","",c
S92000003,20200614,70-74,"","",c
S92000003,20200621,70-74,"","",c
S92000003,20200628,70-74,"","",c
S92000003,20200705,70-74,"","",c
S92000003,20200712,70-74,"","",c
S92000003,20200719,70-74,"",0,""
S92000003,20200726,70-74,"",0,""
S92000003,20200802,70-74,"","",c
S92000003,20200809,70-74,"",0,""
S92000003,20200816,70-74,"","",c
S92000003,20200823,70-74,"",0,""
S92000003,20200830,70-74,"","",c
S92000003,20200906,70-74,"","",c
S92000003,20200913,70-74,"","",c
S92000003,20200920,70-74,"",9,""
S92000003,20200927,70-74,"",11,""
S92000003,20201004,70-74,"",24,""
S92000003,20201011,70-74,"",47,""
S92000003,20201018,70-74,"",65,""
S92000003,20201025,70-74,"",78,""
S92000003,20201101,70-74,"",64,""
S92000003,20201108,70-74,"",52,""
S92000003,20201115,70-74,"",54,""
S92000003,20201122,70-74,"",49,""
S92000003,20201129,70-74,"",48,""
S92000003,20201206,70-74,"",33,""
S92000003,20201213,70-74,"",33,""
S92000003,20201220,70-74,"",51,""
S92000003,20201227,70-74,"",39,""
S92000003,20210103,70-74,"",87,""
S92000003,20210110,70-74,"",115,""
S92000003,20210117,70-74,"",124,""
S92000003,20210124,70-74,"",95,""
S92000003,20210131,70-74,"",73,""
S92000003,20210207,70-74,"",55,""
S92000003,20210214,70-74,"",57,""
S92000003,20210221,70-74,"",39,""
S92000003,20210228,70-74,"",27,""
S92000003,20210307,70-74,"",23,""
S92000003,20210314,70-74,"",16,""
S92000003,20210321,70-74,"",11,""
S92000003,20210328,70-74,"","",c
S92000003,20210404,70-74,"",5,""
S92000003,20210411,70-74,"","",c
S92000003,20210418,70-74,"","",c
S92000003,20210425,70-74,"","",c
S92000003,20210502,70-74,"","",c
S92000003,20210509,70-74,"","",c
S92000003,20210516,70-74,"",0,""
S92000003,20210523,70-74,"",6,""
S92000003,20210530,70-74,"","",c
S92000003,20210606,70-74,"",5,""
S92000003,20210613,70-74,"",8,""
S92000003,20210620,70-74,"",12,""
S92000003,20210627,70-74,"",12,""
S92000003,20210704,70-74,"",25,""
S92000003,20210711,70-74,"",27,""
S92000003,20210718,70-74,"",23,""
S92000003,20210725,70-74,"",19,""
S92000003,20210801,70-74,"",15,""
S92000003,20210808,70-74,"",24,""
S92000003,20210815,70-74,"",13,""
S92000003,20210822,70-74,"",27,""
S92000003,20210829,70-74,"",50,""
S92000003,20210905,70-74,"",69,""
S92000003,20210912,70-74,"",67,""
S92000003,20210919,70-74,"",80,""
S92000003,20210926,70-74,"",60,""
S92000003,20211003,70-74,"",50,""
S92000003,20211010,70-74,"",56,""
S92000003,20211017,70-74,"",36,""
S92000003,20211024,70-74,"",76,""
S92000003,20211031,70-74,"",63,""
S92000003,20211107,70-74,"",53,""
S92000003,20211114,70-74,"",46,""
S92000003,20211121,70-74,"",26,""
S92000003,20211128,70-74,"",29,""
S92000003,20211205,70-74,"",22,""
S92000003,20211212,70-74,"",23,""
S92000003,20211219,70-74,"",16,""
S92000003,20211226,70-74,"",21,""
S92000003,20220102,70-74,"",50,""
S92000003,20220109,70-74,"",67,""
S92000003,20220116,70-74,"",57,""
S92000003,20220123,70-74,"",35,""
S92000003,20220130,70-74,"",32,""
S92000003,20220206,70-74,"",27,""
S92000003,20220213,70-74,"",31,""
S92000003,20220220,70-74,"",37,""
S92000003,20220227,70-74,"",54,""
S92000003,20220306,70-74,"",51,""
S92000003,20220313,70-74,"",79,""
S92000003,20220320,70-74,"",80,""
S92000003,20220327,70-74,"",78,""
S92000003,20220403,70-74,"",77,""
S92000003,20220410,70-74,"",69,""
S92000003,20220417,70-74,"",64,""
S92000003,20220424,70-74,"",52,""
S92000003,20220501,70-74,"",41,""
S92000003,20220508,70-74,"",32,""
S92000003,20220515,70-74,"",31,""
S92000003,20220522,70-74,"",22,""
S92000003,20220529,70-74,"",28,""
S92000003,20220605,70-74,"",45,""
S92000003,20220612,70-74,"",59,""
S92000003,20220619,70-74,"",61,""
S92000003,20220626,70-74,"",96,""
S92000003,20220703,70-74,"",88,""
S92000003,20220710,70-74,"",92,""
S92000003,20220717,70-74,"",91,""
S92000003,20220724,70-74,"",88,""
S92000003,20220731,70-74,"",63,""
S92000003,20220807,70-74,"",42,""
S92000003,20220814,70-74,"",29,""
S92000003,20220821,70-74,"",40,""
S92000003,20220828,70-74,"",32,""
S92000003,20220904,70-74,"",29,""
S92000003,20220911,70-74,"",29,""
S92000003,20220918,70-74,"",34,""
S92000003,20220925,70-74,"",28,""
S92000003,20221002,70-74,"",25,""
S92000003,20221009,70-74,"",34,""
S92000003,20221016,70-74,"",31,""
S92000003,20200301,75-79,"",0,""
S92000003,20200308,75-79,"",0,""
S92000003,20200315,75-79,"",5,""
S92000003,20200322,75-79,"",23,""
S92000003,20200329,75-79,"",95,""
S92000003,20200405,75-79,"",119,""
S92000003,20200412,75-79,"",79,""
S92000003,20200419,75-79,"",53,""
S92000003,20200426,75-79,"",38,""
S92000003,20200503,75-79,"",27,""
S92000003,20200510,75-79,"",15,""
S92000003,20200517,75-79,"",13,""
S92000003,20200524,75-79,"",9,""
S92000003,20200531,75-79,"","",c
S92000003,20200607,75-79,"","",c
S92000003,20200614,75-79,"",6,""
S92000003,20200621,75-79,"","",c
S92000003,20200628,75-79,"","",c
S92000003,20200705,75-79,"",0,""
S92000003,20200712,75-79,"","",c
S92000003,20200719,75-79,"","",c
S92000003,20200726,75-79,"",0,""
S92000003,20200802,75-79,"",0,""
S92000003,20200809,75-79,"",0,""
S92000003,20200816,75-79,"",0,""
S92000003,20200823,75-79,"","",c
S92000003,20200830,75-79,"",0,""
S92000003,20200906,75-79,"","",c
S92000003,20200913,75-79,"","",c
S92000003,20200920,75-79,"","",c
S92000003,20200927,75-79,"",16,""
S92000003,20201004,75-79,"",27,""
S92000003,20201011,75-79,"",43,""
S92000003,20201018,75-79,"",51,""
S92000003,20201025,75-79,"",67,""
S92000003,20201101,75-79,"",71,""
S92000003,20201108,75-79,"",64,""
S92000003,20201115,75-79,"",42,""
S92000003,20201122,75-79,"",54,""
S92000003,20201129,75-79,"",34,""
S92000003,20201206,75-79,"",28,""
S92000003,20201213,75-79,"",43,""
S92000003,20201220,75-79,"",37,""
S92000003,20201227,75-79,"",43,""
S92000003,20210103,75-79,"",88,""
S92000003,20210110,75-79,"",88,""
S92000003,20210117,75-79,"",89,""
S92000003,20210124,75-79,"",77,""
S92000003,20210131,75-79,"",88,""
S92000003,20210207,75-79,"",54,""
S92000003,20210214,75-79,"",53,""
S92000003,20210221,75-79,"",38,""
S92000003,20210228,75-79,"",37,""
S92000003,20210307,75-79,"",12,""
S92000003,20210314,75-79,"",8,""
S92000003,20210321,75-79,"",8,""
S92000003,20210328,75-79,"",5,""
S92000003,20210404,75-79,"",10,""
S92000003,20210411,75-79,"",5,""
S92000003,20210418,75-79,"","",c
S92000003,20210425,75-79,"","",c
S92000003,20210502,75-79,"","",c
S92000003,20210509,75-79,"",5,""
S92000003,20210516,75-79,"",5,""
S92000003,20210523,75-79,"",5,""
S92000003,20210530,75-79,"","",c
S92000003,20210606,75-79,"",5,""
S92000003,20210613,75-79,"",7,""
S92000003,20210620,75-79,"",10,""
S92000003,20210627,75-79,"",18,""
S92000003,20210704,75-79,"",20,""
S92000003,20210711,75-79,"",36,""
S92000003,20210718,75-79,"",32,""
S92000003,20210725,75-79,"",25,""
S92000003,20210801,75-79,"",24,""
S92000003,20210808,75-79,"",15,""
S92000003,20210815,75-79,"",19,""
S92000003,20210822,75-79,"",21,""
S92000003,20210829,75-79,"",37,""
S92000003,20210905,75-79,"",60,""
S92000003,20210912,75-79,"",84,""
S92000003,20210919,75-79,"",74,""
S92000003,20210926,75-79,"",50,""
S92000003,20211003,75-79,"",49,""
S92000003,20211010,75-79,"",61,""
S92000003,20211017,75-79,"",53,""
S92000003,20211024,75-79,"",65,""
S92000003,20211031,75-79,"",72,""
S92000003,20211107,75-79,"",50,""
S92000003,20211114,75-79,"",39,""
S92000003,20211121,75-79,"",23,""
S92000003,20211128,75-79,"",25,""
S92000003,20211205,75-79,"",17,""
S92000003,20211212,75-79,"",15,""
S92000003,20211219,75-79,"",19,""
S92000003,20211226,75-79,"",25,""
S92000003,20220102,75-79,"",68,""
S92000003,20220109,75-79,"",69,""
S92000003,20220116,75-79,"",53,""
S92000003,20220123,75-79,"",40,""
S92000003,20220130,75-79,"",35,""
S92000003,20220206,75-79,"",33,""
S92000003,20220213,75-79,"",39,""
S92000003,20220220,75-79,"",55,""
S92000003,20220227,75-79,"",62,""
S92000003,20220306,75-79,"",70,""
S92000003,20220313,75-79,"",85,""
S92000003,20220320,75-79,"",109,""
S92000003,20220327,75-79,"",121,""
S92000003,20220403,75-79,"",100,""
S92000003,20220410,75-79,"",85,""
S92000003,20220417,75-79,"",78,""
S92000003,20220424,75-79,"",56,""
S92000003,20220501,75-79,"",42,""
S92000003,20220508,75-79,"",27,""
S92000003,20220515,75-79,"",46,""
S92000003,20220522,75-79,"",24,""
S92000003,20220529,75-79,"",33,""
S92000003,20220605,75-79,"",30,""
S92000003,20220612,75-79,"",33,""
S92000003,20220619,75-79,"",44,""
S92000003,20220626,75-79,"",87,""
S92000003,20220703,75-79,"",89,""
S92000003,20220710,75-79,"",84,""
S92000003,20220717,75-79,"",86,""
S92000003,20220724,75-79,"",82,""
S92000003,20220731,75-79,"",59,""
S92000003,20220807,75-79,"",42,""
S92000003,20220814,75-79,"",43,""
S92000003,20220821,75-79,"",33,""
S92000003,20220828,75-79,"",26,""
S92000003,20220904,75-79,"",33,""
S92000003,20220911,75-79,"",35,""
S92000003,20220918,75-79,"",27,""
S92000003,20220925,75-79,"",30,""
S92000003,20221002,75-79,"",29,""
S92000003,20221009,75-79,"",40,""
S92000003,20221016,75-79,"",30,""
S92000003,20200301,80+,"",0,""
S92000003,20200308,80+,"",0,""
S92000003,20200315,80+,"",10,""
S92000003,20200322,80+,"",46,""
S92000003,20200329,80+,"",157,""
S92000003,20200405,80+,"",248,""
S92000003,20200412,80+,"",227,""
S92000003,20200419,80+,"",149,""
S92000003,20200426,80+,"",109,""
S92000003,20200503,80+,"",97,""
S92000003,20200510,80+,"",68,""
S92000003,20200517,80+,"",51,""
S92000003,20200524,80+,"",31,""
S92000003,20200531,80+,"",11,""
S92000003,20200607,80+,"",11,""
S92000003,20200614,80+,"",5,""
S92000003,20200621,80+,"",7,""
S92000003,20200628,80+,"","",c
S92000003,20200705,80+,"","",c
S92000003,20200712,80+,"","",c
S92000003,20200719,80+,"","",c
S92000003,20200726,80+,"",0,""
S92000003,20200802,80+,"","",c
S92000003,20200809,80+,"","",c
S92000003,20200816,80+,"","",c
S92000003,20200823,80+,"","",c
S92000003,20200830,80+,"","",c
S92000003,20200906,80+,"",5,""
S92000003,20200913,80+,"",5,""
S92000003,20200920,80+,"",15,""
S92000003,20200927,80+,"",17,""
S92000003,20201004,80+,"",32,""
S92000003,20201011,80+,"",80,""
S92000003,20201018,80+,"",109,""
S92000003,20201025,80+,"",146,""
S92000003,20201101,80+,"",124,""
S92000003,20201108,80+,"",112,""
S92000003,20201115,80+,"",120,""
S92000003,20201122,80+,"",96,""
S92000003,20201129,80+,"",105,""
S92000003,20201206,80+,"",95,""
S92000003,20201213,80+,"",108,""
S92000003,20201220,80+,"",99,""
S92000003,20201227,80+,"",122,""
S92000003,20210103,80+,"",165,""
S92000003,20210110,80+,"",232,""
S92000003,20210117,80+,"",232,""
S92000003,20210124,80+,"",193,""
S92000003,20210131,80+,"",169,""
S92000003,20210207,80+,"",120,""
S92000003,20210214,80+,"",88,""
S92000003,20210221,80+,"",77,""
S92000003,20210228,80+,"",42,""
S92000003,20210307,80+,"",38,""
S92000003,20210314,80+,"",25,""
S92000003,20210321,80+,"",13,""
S92000003,20210328,80+,"",13,""
S92000003,20210404,80+,"",11,""
S92000003,20210411,80+,"",7,""
S92000003,20210418,80+,"",7,""
S92000003,20210425,80+,"","",c
S92000003,20210502,80+,"",6,""
S92000003,20210509,80+,"","",c
S92000003,20210516,80+,"","",c
S92000003,20210523,80+,"",11,""
S92000003,20210530,80+,"",6,""
S92000003,20210606,80+,"",16,""
S92000003,20210613,80+,"",10,""
S92000003,20210620,80+,"",11,""
S92000003,20210627,80+,"",26,""
S92000003,20210704,80+,"",39,""
S92000003,20210711,80+,"",83,""
S92000003,20210718,80+,"",56,""
S92000003,20210725,80+,"",47,""
S92000003,20210801,80+,"",37,""
S92000003,20210808,80+,"",37,""
S92000003,20210815,80+,"",33,""
S92000003,20210822,80+,"",40,""
S92000003,20210829,80+,"",88,""
S92000003,20210905,80+,"",126,""
S92000003,20210912,80+,"",178,""
S92000003,20210919,80+,"",149,""
S92000003,20210926,80+,"",115,""
S92000003,20211003,80+,"",114,""
S92000003,20211010,80+,"",123,""
S92000003,20211017,80+,"",118,""
S92000003,20211024,80+,"",129,""
S92000003,20211031,80+,"",102,""
S92000003,20211107,80+,"",91,""
S92000003,20211114,80+,"",61,""
