WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,SASIncidents,Average20182019,PercentVariation
20211010,S08000024,"",All ages,d,Female,"",742,778.5,-4.7
20211010,S08000024,"",All ages,d,Male,"",735,698,5.3
20211010,S08000025,"",15 - 44,"",All,d,7,6.5,7.7
20211010,S08000025,"",45 - 64,"",All,d,11,7.5,46.7
20211010,S08000025,"",75 - 84,"",All,d,5,11,-54.5
20211010,S08000025,"",85 and over,"",All,d,10,7,42.9
20211010,S08000025,"",All ages,d,All,d,43,45.5,-5.5
20211010,S08000025,"",All ages,d,Female,"",15,19.5,-23.1
20211010,S08000025,"",All ages,d,Male,"",23,19.5,17.9
20211010,S08000026,"",15 - 44,"",All,d,10,14.5,-31
20211010,S08000026,"",45 - 64,"",All,d,6,4,50
20211010,S08000026,"",75 - 84,"",All,d,19,5,280
20211010,S08000026,"",85 and over,"",All,d,6,5,20
20211010,S08000026,"",All ages,d,All,d,46,40,15
20211010,S08000026,"",All ages,d,Female,"",17,14.5,17.2
20211010,S08000026,"",All ages,d,Male,"",25,19,31.6
20211010,S08000028,"",45 - 64,"",All,d,19,17.5,8.6
20211010,S08000028,"",65 - 74,"",All,d,13,14.5,-10.3
20211010,S08000028,"",75 - 84,"",All,d,13,14.5,-10.3
20211010,S08000028,"",85 and over,"",All,d,21,21.5,-2.3
20211010,S08000028,"",All ages,d,All,d,74,89,-16.9
20211010,S08000028,"",All ages,d,Female,"",31,40,-22.5
20211010,S08000028,"",All ages,d,Male,"",38,36.5,4.1
20211010,S08000029,"",Under 5,"",All,d,47,33,42.4
20211010,S08000029,"",5 - 14,"",All,d,12,15,-20
20211010,S08000029,"",15 - 44,"",All,d,152,186,-18.3
20211010,S08000029,"",45 - 64,"",All,d,193,174.5,10.6
20211010,S08000029,"",65 - 74,"",All,d,130,128,1.6
20211010,S08000029,"",75 - 84,"",All,d,135,172,-21.5
20211010,S08000029,"",85 and over,"",All,d,136,123,10.6
20211010,S08000029,"",All ages,d,All,d,827,858,-3.6
20211010,S08000029,"",All ages,d,Female,"",413,443.5,-6.9
20211010,S08000029,"",All ages,d,Male,"",375,360,4.2
20211010,S08000030,"",Under 5,"",All,d,57,28.5,100
20211010,S08000030,"",5 - 14,"",All,d,11,15.5,-29
20211010,S08000030,"",15 - 44,"",All,d,205,207.5,-1.2
20211010,S08000030,"",45 - 64,"",All,d,191,181,5.5
20211010,S08000030,"",65 - 74,"",All,d,122,130.5,-6.5
20211010,S08000030,"",75 - 84,"",All,d,168,180,-6.7
20211010,S08000030,"",85 and over,"",All,d,122,139,-12.2
20211010,S08000030,"",All ages,d,All,d,910,923.5,-1.5
20211010,S08000030,"",All ages,d,Female,"",474,443,7
20211010,S08000030,"",All ages,d,Male,"",391,400.5,-2.4
20211010,S08000031,"",Under 5,"",All,d,113,87.5,29.1
20211010,S08000031,"",5 - 14,"",All,d,34,45.5,-25.3
20211010,S08000031,"",15 - 44,"",All,d,539,619.5,-13
20211010,S08000031,"",45 - 64,"",All,d,545,656,-16.9
20211010,S08000031,"",65 - 74,"",All,d,307,390,-21.3
20211010,S08000031,"",75 - 84,"",All,d,357,452.5,-21.1
20211010,S08000031,"",85 and over,"",All,d,266,339,-21.5
20211010,S08000031,"",All ages,d,All,d,2316,2780,-16.7
20211010,S08000031,"",All ages,d,Female,"",1085,1283,-15.4
20211010,S08000031,"",All ages,d,Male,"",1031,1187.5,-13.2
20211010,S08000032,"",Under 5,"",All,d,65,53.5,21.5
20211010,S08000032,"",5 - 14,"",All,d,18,28,-35.7
20211010,S08000032,"",15 - 44,"",All,d,253,296,-14.5
20211010,S08000032,"",45 - 64,"",All,d,299,346,-13.6
20211010,S08000032,"",65 - 74,"",All,d,199,226.5,-12.1
20211010,S08000032,"",75 - 84,"",All,d,243,282.5,-14
20211010,S08000032,"",85 and over,"",All,d,158,213,-25.8
20211010,S08000032,"",All ages,d,All,d,1293,1518.5,-14.9
20211010,S08000032,"",All ages,d,Female,"",623,756,-17.6
20211010,S08000032,"",All ages,d,Male,"",594,651.5,-8.8
20211010,S92000003,d,Under 5,"",All,d,571,416.5,37.1
20211010,S92000003,d,5 - 14,"",All,d,174,216,-19.4
20211010,S92000003,d,15 - 44,"",All,d,2414,2576,-6.3
20211010,S92000003,d,45 - 64,"",All,d,2457,2652.5,-7.4
20211010,S92000003,d,65 - 74,"",All,d,1617,1746,-7.4
20211010,S92000003,d,75 - 84,"",All,d,2022,2215.5,-8.7
20211010,S92000003,d,85 and over,"",All,d,1566,1701.5,-8
20211010,S92000003,d,All ages,d,All,d,11364,12185,-6.7
20211010,S92000003,d,All ages,d,Female,"",5481,5770,-5
20211010,S92000003,d,All ages,d,Male,"",5081,5202.5,-2.3
20211017,S08000015,"",Under 5,"",All,d,55,33,66.7
20211017,S08000015,"",5 - 14,"",All,d,17,15.5,9.7
20211017,S08000015,"",15 - 44,"",All,d,169,202,-16.3
20211017,S08000015,"",45 - 64,"",All,d,182,219.5,-17.1
20211017,S08000015,"",65 - 74,"",All,d,147,167.5,-12.2
20211017,S08000015,"",75 - 84,"",All,d,187,203.5,-8.1
20211017,S08000015,"",85 and over,"",All,d,109,143.5,-24
20211017,S08000015,"",All ages,d,All,d,893,1027.5,-13.1
20211017,S08000015,"",All ages,d,Female,"",440,500.5,-12.1
20211017,S08000015,"",All ages,d,Male,"",407,445,-8.5
20211017,S08000016,"",Under 5,"",All,d,13,6.5,100
20211017,S08000016,"",15 - 44,"",All,d,49,60.5,-19
20211017,S08000016,"",45 - 64,"",All,d,37,48.5,-23.7
20211017,S08000016,"",65 - 74,"",All,d,38,47.5,-20
20211017,S08000016,"",75 - 84,"",All,d,55,69.5,-20.9
20211017,S08000016,"",85 and over,"",All,d,40,61,-34.4
20211017,S08000016,"",All ages,d,All,d,236,308,-23.4
20211017,S08000016,"",All ages,d,Female,"",112,157.5,-28.9
20211017,S08000016,"",All ages,d,Male,"",118,127.5,-7.5
20211017,S08000017,"",Under 5,"",All,d,18,8.5,111.8
20211017,S08000017,"",5 - 14,"",All,d,8,6.5,23.1
20211017,S08000017,"",15 - 44,"",All,d,57,56.5,0.9
20211017,S08000017,"",45 - 64,"",All,d,78,79.5,-1.9
20211017,S08000017,"",65 - 74,"",All,d,68,61,11.5
20211017,S08000017,"",75 - 84,"",All,d,81,85.5,-5.3
20211017,S08000017,"",85 and over,"",All,d,82,60.5,35.5
20211017,S08000017,"",All ages,d,All,d,399,377.5,5.7
20211017,S08000017,"",All ages,d,Female,"",196,179,9.5
20211017,S08000017,"",All ages,d,Male,"",186,158,17.7
20211017,S08000019,"",Under 5,"",All,d,33,17,94.1
20211017,S08000019,"",5 - 14,"",All,d,17,12.5,36
20211017,S08000019,"",15 - 44,"",All,d,124,139,-10.8
20211017,S08000019,"",45 - 64,"",All,d,159,151.5,5
20211017,S08000019,"",65 - 74,"",All,d,88,97,-9.3
20211017,S08000019,"",75 - 84,"",All,d,112,128,-12.5
20211017,S08000019,"",85 and over,"",All,d,80,81.5,-1.8
20211017,S08000019,"",All ages,d,All,d,632,658,-4
20211017,S08000019,"",All ages,d,Female,"",309,289,6.9
20211017,S08000019,"",All ages,d,Male,"",295,313.5,-5.9
20211017,S08000020,"",Under 5,"",All,d,63,39,61.5
20211017,S08000020,"",5 - 14,"",All,d,19,19,0
20211017,S08000020,"",15 - 44,"",All,d,234,253,-7.5
20211017,S08000020,"",45 - 64,"",All,d,202,229.5,-12
20211017,S08000020,"",65 - 74,"",All,d,194,165,17.6
20211017,S08000020,"",75 - 84,"",All,d,219,221.5,-1.1
20211017,S08000020,"",85 and over,"",All,d,165,180.5,-8.6
20211017,S08000020,"",All ages,d,All,d,1131,1143.5,-1.1
20211017,S08000020,"",All ages,d,Female,"",561,540,3.9
20211017,S08000020,"",All ages,d,Male,"",507,511.5,-0.9
20211017,S08000022,"",Under 5,"",All,d,34,28,21.4
20211017,S08000022,"",5 - 14,"",All,d,14,15,-6.7
20211017,S08000022,"",15 - 44,"",All,d,150,145.5,3.1
20211017,S08000022,"",45 - 64,"",All,d,147,157,-6.4
20211017,S08000022,"",65 - 74,"",All,d,136,132.5,2.6
20211017,S08000022,"",75 - 84,"",All,d,170,157,8.3
20211017,S08000022,"",85 and over,"",All,d,127,132.5,-4.2
20211017,S08000022,"",All ages,d,All,d,816,815.5,0.1
20211017,S08000022,"",All ages,d,Female,"",383,351,9.1
20211017,S08000022,"",All ages,d,Male,"",363,358,1.4
20211017,S08000024,"",Under 5,"",All,d,68,64.5,5.4
20211017,S08000024,"",5 - 14,"",All,d,33,32.5,1.5
20211017,S08000024,"",15 - 44,"",All,d,405,434,-6.7
20211017,S08000024,"",45 - 64,"",All,d,352,385,-8.6
20211017,S08000024,"",65 - 74,"",All,d,212,231.5,-8.4
20211017,S08000024,"",75 - 84,"",All,d,261,250.5,4.2
20211017,S08000024,"",85 and over,"",All,d,192,204,-5.9
20211017,S08000024,"",All ages,d,All,d,1605,1718,-6.6
20211017,S08000024,"",All ages,d,Female,"",747,755,-1.1
20211017,S08000024,"",All ages,d,Male,"",706,748.5,-5.7
20211017,S08000025,"",Under 5,"",All,d,5,1,400
20211017,S08000025,"",15 - 44,"",All,d,10,4.5,122.2
20211017,S08000025,"",65 - 74,"",All,d,13,8,62.5
20211017,S08000025,"",75 - 84,"",All,d,15,8,87.5
20211017,S08000025,"",85 and over,"",All,d,5,13,-61.5
20211017,S08000025,"",All ages,d,All,d,58,44.5,30.3
20211017,S08000025,"",All ages,d,Female,"",26,19.5,33.3
20211017,S08000025,"",All ages,d,Male,"",26,20,30
20211017,S08000026,"",15 - 44,"",All,d,14,8.5,64.7
20211017,S08000026,"",45 - 64,"",All,d,13,9,44.4
20211017,S08000026,"",75 - 84,"",All,d,9,9,0
20211017,S08000026,"",85 and over,"",All,d,6,8.5,-29.4
20211017,S08000026,"",All ages,d,All,d,53,45.5,16.5
20211017,S08000026,"",All ages,d,Female,"",30,21.5,39.5
20211017,S08000026,"",All ages,d,Male,"",16,18,-11.1
20211017,S08000028,"",Under 5,"",All,d,5,0,8000
20211017,S08000028,"",45 - 64,"",All,d,16,19,-15.8
20211017,S08000028,"",65 - 74,"",All,d,16,15,6.7
20211017,S08000028,"",75 - 84,"",All,d,21,21,0
20211017,S08000028,"",85 and over,"",All,d,24,17.5,37.1
20211017,S08000028,"",All ages,d,All,d,91,84,8.3
20211017,S08000028,"",All ages,d,Female,"",44,40,10
20211017,S08000028,"",All ages,d,Male,"",35,37,-5.4
20211017,S08000029,"",Under 5,"",All,d,34,25.5,33.3
20211017,S08000029,"",5 - 14,"",All,d,11,14,-21.4
20211017,S08000029,"",15 - 44,"",All,d,145,189.5,-23.5
20211017,S08000029,"",45 - 64,"",All,d,173,161,7.5
20211017,S08000029,"",65 - 74,"",All,d,137,110.5,24
20211017,S08000029,"",75 - 84,"",All,d,157,183.5,-14.4
20211017,S08000029,"",85 and over,"",All,d,107,124.5,-14.1
20211017,S08000029,"",All ages,d,All,d,780,838.5,-7
20211017,S08000029,"",All ages,d,Female,"",388,408.5,-5
20211017,S08000029,"",All ages,d,Male,"",355,375,-5.3
20211017,S08000030,"",Under 5,"",All,d,45,30.5,47.5
20211017,S08000030,"",5 - 14,"",All,d,11,11,0
20211017,S08000030,"",15 - 44,"",All,d,209,227,-7.9
20211017,S08000030,"",45 - 64,"",All,d,177,186,-4.8
20211017,S08000030,"",65 - 74,"",All,d,123,143.5,-14.3
20211017,S08000030,"",75 - 84,"",All,d,193,187,3.2
20211017,S08000030,"",85 and over,"",All,d,136,147.5,-7.8
20211017,S08000030,"",All ages,d,All,d,925,974,-5
20211017,S08000030,"",All ages,d,Female,"",448,450.5,-0.6
20211017,S08000030,"",All ages,d,Male,"",435,435.5,-0.1
20211017,S08000031,"",Under 5,"",All,d,90,85.5,5.3
20211017,S08000031,"",5 - 14,"",All,d,36,44.5,-19.1
20211017,S08000031,"",15 - 44,"",All,d,507,621.5,-18.4
20211017,S08000031,"",45 - 64,"",All,d,576,655.5,-12.1
20211017,S08000031,"",65 - 74,"",All,d,350,367.5,-4.8
20211017,S08000031,"",75 - 84,"",All,d,376,481.5,-21.9
20211017,S08000031,"",85 and over,"",All,d,294,362.5,-18.9
20211017,S08000031,"",All ages,d,All,d,2386,2804.5,-14.9
20211017,S08000031,"",All ages,d,Female,"",1117,1306.5,-14.5
20211017,S08000031,"",All ages,d,Male,"",1047,1189,-11.9
20211017,S08000032,"",Under 5,"",All,d,57,49,16.3
20211017,S08000032,"",5 - 14,"",All,d,18,31.5,-42.9
20211017,S08000032,"",15 - 44,"",All,d,227,285.5,-20.5
20211017,S08000032,"",45 - 64,"",All,d,323,358,-9.8
20211017,S08000032,"",65 - 74,"",All,d,208,226,-8
20211017,S08000032,"",75 - 84,"",All,d,252,304,-17.1
20211017,S08000032,"",85 and over,"",All,d,166,199,-16.6
20211017,S08000032,"",All ages,d,All,d,1299,1519.5,-14.5
20211017,S08000032,"",All ages,d,Female,"",656,731,-10.3
20211017,S08000032,"",All ages,d,Male,"",566,685.5,-17.4
20211017,S92000003,d,Under 5,"",All,d,523,389.5,34.3
20211017,S92000003,d,5 - 14,"",All,d,185,210.5,-12.1
20211017,S92000003,d,15 - 44,"",All,d,2308,2638,-12.5
20211017,S92000003,d,45 - 64,"",All,d,2441,2670.5,-8.6
20211017,S92000003,d,65 - 74,"",All,d,1732,1781,-2.8
20211017,S92000003,d,75 - 84,"",All,d,2108,2309.5,-8.7
20211017,S92000003,d,85 and over,"",All,d,1534,1736,-11.6
20211017,S92000003,d,All ages,d,All,d,11315,12371.5,-8.5
20211017,S92000003,d,All ages,d,Female,"",5459,5754,-5.1
20211017,S92000003,d,All ages,d,Male,"",5066,5426,-6.6
20211024,S08000015,"",Under 5,"",All,d,28,24.5,14.3
20211024,S08000015,"",5 - 14,"",All,d,14,9,55.6
20211024,S08000015,"",15 - 44,"",All,d,172,199.5,-13.8
20211024,S08000015,"",45 - 64,"",All,d,209,216,-3.2
20211024,S08000015,"",65 - 74,"",All,d,146,150,-2.7
20211024,S08000015,"",75 - 84,"",All,d,176,195.5,-10
20211024,S08000015,"",85 and over,"",All,d,122,149,-18.1
20211024,S08000015,"",All ages,d,All,d,897,988.5,-9.3
20211024,S08000015,"",All ages,d,Female,"",449,475.5,-5.6
20211024,S08000015,"",All ages,d,Male,"",395,442,-10.6
20211024,S08000016,"",Under 5,"",All,d,6,6,0
20211024,S08000016,"",15 - 44,"",All,d,58,61,-4.9
20211024,S08000016,"",45 - 64,"",All,d,67,55.5,20.7
20211024,S08000016,"",65 - 74,"",All,d,42,44,-4.5
20211024,S08000016,"",75 - 84,"",All,d,65,53,22.6
20211024,S08000016,"",85 and over,"",All,d,49,47.5,3.2
20211024,S08000016,"",All ages,d,All,d,294,280,5
20211024,S08000016,"",All ages,d,Female,"",143,130.5,9.6
20211024,S08000016,"",All ages,d,Male,"",140,127.5,9.8
20211024,S08000017,"",Under 5,"",All,d,10,7,42.9
20211024,S08000017,"",15 - 44,"",All,d,61,65,-6.2
20211024,S08000017,"",45 - 64,"",All,d,72,73,-1.4
20211024,S08000017,"",65 - 74,"",All,d,56,73.5,-23.8
20211024,S08000017,"",75 - 84,"",All,d,91,70,30
20211024,S08000017,"",85 and over,"",All,d,61,68.5,-10.9
20211024,S08000017,"",All ages,d,All,d,362,382.5,-5.4
20211024,S08000017,"",All ages,d,Female,"",182,180,1.1
20211024,S08000017,"",All ages,d,Male,"",162,170,-4.7
20211024,S08000019,"",Under 5,"",All,d,30,20.5,46.3
20211024,S08000019,"",5 - 14,"",All,d,15,7,114.3
20211024,S08000019,"",15 - 44,"",All,d,141,135.5,4.1
20211024,S08000019,"",45 - 64,"",All,d,136,140,-2.9
20211024,S08000019,"",65 - 74,"",All,d,95,83.5,13.8
20211024,S08000019,"",75 - 84,"",All,d,114,117.5,-3
20211024,S08000019,"",85 and over,"",All,d,77,78.5,-1.9
20211024,S08000019,"",All ages,d,All,d,632,609,3.8
20211024,S08000019,"",All ages,d,Female,"",316,286.5,10.3
20211024,S08000019,"",All ages,d,Male,"",284,275,3.3
20211024,S08000020,"",Under 5,"",All,d,54,39.5,36.7
20211024,S08000020,"",5 - 14,"",All,d,17,9,88.9
20211024,S08000020,"",15 - 44,"",All,d,263,238.5,10.3
20211024,S08000020,"",45 - 64,"",All,d,222,219.5,1.1
20211024,S08000020,"",65 - 74,"",All,d,172,142.5,20.7
20211024,S08000020,"",75 - 84,"",All,d,199,193,3.1
20211024,S08000020,"",85 and over,"",All,d,175,154,13.6
20211024,S08000020,"",All ages,d,All,d,1147,1050.5,9.2
20211024,S08000020,"",All ages,d,Female,"",561,491,14.3
20211024,S08000020,"",All ages,d,Male,"",509,458.5,11
20211024,S08000022,"",Under 5,"",All,d,31,20,55
20211024,S08000022,"",5 - 14,"",All,d,12,12.5,-4
20211024,S08000022,"",15 - 44,"",All,d,148,141,5
20211024,S08000022,"",45 - 64,"",All,d,152,150,1.3
20211024,S08000022,"",65 - 74,"",All,d,144,138.5,4
20211024,S08000022,"",75 - 84,"",All,d,169,162,4.3
20211024,S08000022,"",85 and over,"",All,d,127,131,-3.1
20211024,S08000022,"",All ages,d,All,d,827,799.5,3.4
20211024,S08000022,"",All ages,d,Female,"",377,377.5,-0.1
20211024,S08000022,"",All ages,d,Male,"",364,327.5,11.1
20211024,S08000024,"",Under 5,"",All,d,55,60.5,-9.1
20211024,S08000024,"",5 - 14,"",All,d,26,27,-3.7
20211024,S08000024,"",15 - 44,"",All,d,391,400,-2.2
20211024,S08000024,"",45 - 64,"",All,d,328,357.5,-8.3
20211024,S08000024,"",65 - 74,"",All,d,224,205,9.3
20211024,S08000024,"",75 - 84,"",All,d,247,231,6.9
20211024,S08000024,"",85 and over,"",All,d,191,207.5,-8
20211024,S08000024,"",All ages,d,All,d,1555,1602.5,-3
20211024,S08000024,"",All ages,d,Female,"",713,728.5,-2.1
20211024,S08000024,"",All ages,d,Male,"",697,680,2.5
20211024,S08000025,"",15 - 44,"",All,d,5,8,-37.5
20211024,S08000025,"",45 - 64,"",All,d,11,9.5,15.8
20211024,S08000025,"",65 - 74,"",All,d,6,4,50
20211024,S08000025,"",75 - 84,"",All,d,14,10.5,33.3
20211024,S08000025,"",85 and over,"",All,d,7,5,40
20211024,S08000025,"",All ages,d,All,d,46,42.5,8.2
20211024,S08000025,"",All ages,d,Female,"",22,21,4.8
20211024,S08000025,"",All ages,d,Male,"",22,17,29.4
20211024,S08000026,"",15 - 44,"",All,d,9,7.5,20
20211024,S08000026,"",45 - 64,"",All,d,8,4,100
20211024,S08000026,"",65 - 74,"",All,d,8,17.5,-54.3
20211024,S08000026,"",75 - 84,"",All,d,8,11,-27.3
20211024,S08000026,"",85 and over,"",All,d,9,4.5,100
20211024,S08000026,"",All ages,d,All,d,46,48.5,-5.2
20211024,S08000026,"",All ages,d,Female,"",23,28,-17.9
20211024,S08000026,"",All ages,d,Male,"",19,15.5,22.6
20211024,S08000028,"",15 - 44,"",All,d,7,10,-30
20211024,S08000028,"",45 - 64,"",All,d,13,17,-23.5
20211024,S08000028,"",65 - 74,"",All,d,17,20.5,-17.1
20211024,S08000028,"",75 - 84,"",All,d,20,15,33.3
20211024,S08000028,"",85 and over,"",All,d,28,21,33.3
20211024,S08000028,"",All ages,d,All,d,88,90,-2.2
20211024,S08000028,"",All ages,d,Female,"",37,33.5,10.4
20211024,S08000028,"",All ages,d,Male,"",47,47,0
20211024,S08000029,"",Under 5,"",All,d,27,19,42.1
20211024,S08000029,"",5 - 14,"",All,d,12,10,20
20211024,S08000029,"",15 - 44,"",All,d,166,176,-5.7
20211024,S08000029,"",45 - 64,"",All,d,172,163,5.5
20211024,S08000029,"",65 - 74,"",All,d,124,116,6.9
20211024,S08000029,"",75 - 84,"",All,d,160,158.5,0.9
20211024,S08000029,"",85 and over,"",All,d,109,117,-6.8
20211024,S08000029,"",All ages,d,All,d,786,786.5,-0.1
20211024,S08000029,"",All ages,d,Female,"",406,398,2
20211024,S08000029,"",All ages,d,Male,"",355,338,5
20211024,S08000030,"",Under 5,"",All,d,35,22,59.1
20211024,S08000030,"",5 - 14,"",All,d,13,17,-23.5
20211024,S08000030,"",15 - 44,"",All,d,190,191.5,-0.8
20211024,S08000030,"",45 - 64,"",All,d,198,177,11.9
20211024,S08000030,"",65 - 74,"",All,d,150,137,9.5
20211024,S08000030,"",75 - 84,"",All,d,147,166,-11.4
20211024,S08000030,"",85 and over,"",All,d,154,154,0
20211024,S08000030,"",All ages,d,All,d,918,908.5,1
20211024,S08000030,"",All ages,d,Female,"",464,435,6.7
20211024,S08000030,"",All ages,d,Male,"",401,396,1.3
20211024,S08000031,"",Under 5,"",All,d,86,74,16.2
20211024,S08000031,"",5 - 14,"",All,d,32,39.5,-19
20211024,S08000031,"",15 - 44,"",All,d,512,591,-13.4
20211024,S08000031,"",45 - 64,"",All,d,575,627.5,-8.4
20211024,S08000031,"",65 - 74,"",All,d,337,372,-9.4
20211024,S08000031,"",75 - 84,"",All,d,415,441.5,-6
20211024,S08000031,"",85 and over,"",All,d,288,332.5,-13.4
20211024,S08000031,"",All ages,d,All,d,2423,2650,-8.6
20211024,S08000031,"",All ages,d,Female,"",1129,1209.5,-6.7
20211024,S08000031,"",All ages,d,Male,"",1061,1173,-9.5
20211024,S08000032,"",Under 5,"",All,d,62,49.5,25.3
20211024,S08000032,"",5 - 14,"",All,d,24,23,4.3
20211024,S08000032,"",15 - 44,"",All,d,253,277,-8.7
20211024,S08000032,"",45 - 64,"",All,d,314,323.5,-2.9
20211024,S08000032,"",65 - 74,"",All,d,189,213,-11.3
20211024,S08000032,"",75 - 84,"",All,d,237,266,-10.9
20211024,S08000032,"",85 and over,"",All,d,148,181,-18.2
20211024,S08000032,"",All ages,d,All,d,1271,1396,-9
20211024,S08000032,"",All ages,d,Female,"",628,655,-4.1
20211024,S08000032,"",All ages,d,Male,"",572,642.5,-11
20211024,S92000003,d,Under 5,"",All,d,430,346.5,24.1
20211024,S92000003,d,5 - 14,"",All,d,173,172.5,0.3
20211024,S92000003,d,15 - 44,"",All,d,2396,2506,-4.4
20211024,S92000003,d,45 - 64,"",All,d,2488,2536.5,-1.9
20211024,S92000003,d,65 - 74,"",All,d,1712,1718.5,-0.4
20211024,S92000003,d,75 - 84,"",All,d,2063,2090.5,-1.3
20211024,S92000003,d,85 and over,"",All,d,1545,1652,-6.5
20211024,S92000003,d,All ages,d,All,d,11334,11645.5,-2.7
20211024,S92000003,d,All ages,d,Female,"",5464,5454,0.2
20211024,S92000003,d,All ages,d,Male,"",5042,5114,-1.4
20211031,S08000015,"",Under 5,"",All,d,46,38.5,19.5
20211031,S08000015,"",5 - 14,"",All,d,17,18.5,-8.1
20211031,S08000015,"",15 - 44,"",All,d,159,187,-15
20211031,S08000015,"",45 - 64,"",All,d,212,215.5,-1.6
20211031,S08000015,"",65 - 74,"",All,d,151,168.5,-10.4
20211031,S08000015,"",75 - 84,"",All,d,203,193,5.2
20211031,S08000015,"",85 and over,"",All,d,117,139.5,-16.1
20211031,S08000015,"",All ages,d,All,d,936,1002.5,-6.6
20211031,S08000015,"",All ages,d,Female,"",438,486,-9.9
20211031,S08000015,"",All ages,d,Male,"",454,440,3.2
20211031,S08000016,"",5 - 14,"",All,d,10,5.5,81.8
20211031,S08000016,"",15 - 44,"",All,d,59,58.5,0.9
20211031,S08000016,"",45 - 64,"",All,d,52,55.5,-6.3
20211031,S08000016,"",65 - 74,"",All,d,50,44.5,12.4
20211031,S08000016,"",75 - 84,"",All,d,40,57.5,-30.4
20211031,S08000016,"",85 and over,"",All,d,39,53.5,-27.1
20211031,S08000016,"",All ages,d,All,d,260,288.5,-9.9
20211031,S08000016,"",All ages,d,Female,"",132,148.5,-11.1
20211031,S08000016,"",All ages,d,Male,"",116,124,-6.5
20211031,S08000017,"",Under 5,"",All,d,14,5,180
20211031,S08000017,"",5 - 14,"",All,d,7,6.5,7.7
20211031,S08000017,"",15 - 44,"",All,d,80,71,12.7
20211031,S08000017,"",45 - 64,"",All,d,83,64.5,28.7
20211031,S08000017,"",65 - 74,"",All,d,78,57.5,35.7
20211031,S08000017,"",75 - 84,"",All,d,76,81,-6.2
20211031,S08000017,"",85 and over,"",All,d,67,62.5,7.2
20211031,S08000017,"",All ages,d,All,d,417,359,16.2
20211031,S08000017,"",All ages,d,Female,"",198,160.5,23.4
20211031,S08000017,"",All ages,d,Male,"",199,170,17.1
20211031,S08000019,"",Under 5,"",All,d,35,16,118.8
20211031,S08000019,"",5 - 14,"",All,d,18,14.5,24.1
20211031,S08000019,"",15 - 44,"",All,d,153,129.5,18.1
20211031,S08000019,"",45 - 64,"",All,d,128,134,-4.5
20211031,S08000019,"",65 - 74,"",All,d,93,77.5,20
20211031,S08000019,"",75 - 84,"",All,d,116,117.5,-1.3
20211031,S08000019,"",85 and over,"",All,d,73,83,-12
20211031,S08000019,"",All ages,d,All,d,639,605.5,5.5
20211031,S08000019,"",All ages,d,Female,"",309,281.5,9.8
20211031,S08000019,"",All ages,d,Male,"",296,276.5,7.1
20211031,S08000020,"",Under 5,"",All,d,51,33.5,52.2
20211031,S08000020,"",5 - 14,"",All,d,15,12.5,20
20211031,S08000020,"",15 - 44,"",All,d,244,231,5.6
20211031,S08000020,"",45 - 64,"",All,d,276,209.5,31.7
20211031,S08000020,"",65 - 74,"",All,d,179,144,24.3
20211031,S08000020,"",75 - 84,"",All,d,193,198,-2.5
20211031,S08000020,"",85 and over,"",All,d,175,164.5,6.4
20211031,S08000020,"",All ages,d,All,d,1170,1041,12.4
20211031,S08000020,"",All ages,d,Female,"",575,523.5,9.8
20211031,S08000020,"",All ages,d,Male,"",535,426,25.6
20211031,S08000022,"",Under 5,"",All,d,24,20,20
20211031,S08000022,"",5 - 14,"",All,d,19,10,90
20211031,S08000022,"",15 - 44,"",All,d,155,141,9.9
20211031,S08000022,"",45 - 64,"",All,d,176,148,18.9
20211031,S08000022,"",65 - 74,"",All,d,133,127,4.7
20211031,S08000022,"",75 - 84,"",All,d,223,174.5,27.8
20211031,S08000022,"",85 and over,"",All,d,107,133,-19.5
