_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AppointmentType,AppointmentTypeQF,Appointments,AppointmentsQF,Rate,RateQF
1637,2022Q1,"",S08000026,"",S08000026,d,New,"",1332,"", ,z
1638,2022Q2,p,S08000026,"",S08000026,d,New,"",1323,"", ,z
1639,2017Q2,"",S08000026,"",S12000027,"",DNA,"",101,"",6.18115055079559,""
1640,2017Q3,"",S08000026,"",S12000027,"",DNA,"",110,"",6.7859346082665,""
1641,2017Q4,"",S08000026,"",S12000027,"",DNA,"",89,"",6.19345859429367,""
1642,2018Q1,"",S08000026,"",S12000027,"",DNA,"",69,"",4.72926662097327,""
1643,2018Q2,"",S08000026,"",S12000027,"",DNA,"",82,"",5.20304568527919,""
1644,2018Q3,"",S08000026,"",S12000027,"",DNA,"",80,"",5.453306066803,""
1645,2018Q4,"",S08000026,"",S12000027,"",DNA,"",75,"",4.8480930833872,""
1646,2019Q1,"",S08000026,"",S12000027,"",DNA,"",74,"",5.17844646606018,""
1647,2019Q2,"",S08000026,"",S12000027,"",DNA,"",100,"",6.34517766497462,""
1648,2019Q3,"",S08000026,"",S12000027,"",DNA,"",91,"",5.92833876221498,""
1649,2019Q4,"",S08000026,"",S12000027,"",DNA,"",83,"",5.16490354698195,""
1650,2020Q1,"",S08000026,"",S12000027,"",DNA,"",71,"",5.24759793052476,""
1651,2020Q2,"",S08000026,"",S12000027,"",DNA,"",15,"",2.60416666666667,""
1652,2020Q3,"",S08000026,"",S12000027,"",DNA,"",46,"",4.43587270973963,""
1653,2020Q4,"",S08000026,"",S12000027,"",DNA,"",54,"",4.37601296596434,""
1654,2021Q1,"",S08000026,"",S12000027,"",DNA,"",58,"",4.46153846153846,""
1655,2021Q2,"",S08000026,"",S12000027,"",DNA,"",52,"",3.76266280752533,""
1656,2021Q3,"",S08000026,"",S12000027,"",DNA,"",93,"",5.97686375321337,""
1657,2021Q4,"",S08000026,"",S12000027,"",DNA,"",84,"",5.87002096436059,""
1658,2022Q1,"",S08000026,"",S12000027,"",DNA,"",76,"",5.39772727272727,""
1659,2022Q2,p,S08000026,"",S12000027,"",DNA,"",71,"",5.09325681492109,""
1660,2017Q2,"",S08000026,"",S12000027,"",New,"",1533,"", ,z
1661,2017Q3,"",S08000026,"",S12000027,"",New,"",1511,"", ,z
1662,2017Q4,"",S08000026,"",S12000027,"",New,"",1348,"", ,z
1663,2018Q1,"",S08000026,"",S12000027,"",New,"",1390,"", ,z
1664,2018Q2,"",S08000026,"",S12000027,"",New,"",1494,"", ,z
1665,2018Q3,"",S08000026,"",S12000027,"",New,"",1387,"", ,z
1666,2018Q4,"",S08000026,"",S12000027,"",New,"",1472,"", ,z
1667,2019Q1,"",S08000026,"",S12000027,"",New,"",1355,"", ,z
1668,2019Q2,"",S08000026,"",S12000027,"",New,"",1476,"", ,z
1669,2019Q3,"",S08000026,"",S12000027,"",New,"",1444,"", ,z
1670,2019Q4,"",S08000026,"",S12000027,"",New,"",1524,"", ,z
1671,2020Q1,"",S08000026,"",S12000027,"",New,"",1282,"", ,z
1672,2020Q2,"",S08000026,"",S12000027,"",New,"",561,"", ,z
1673,2020Q3,"",S08000026,"",S12000027,"",New,"",991,"", ,z
1674,2020Q4,"",S08000026,"",S12000027,"",New,"",1180,"", ,z
1675,2021Q1,"",S08000026,"",S12000027,"",New,"",1242,"", ,z
1676,2021Q2,"",S08000026,"",S12000027,"",New,"",1330,"", ,z
1677,2021Q3,"",S08000026,"",S12000027,"",New,"",1463,"", ,z
1678,2021Q4,"",S08000026,"",S12000027,"",New,"",1347,"", ,z
1679,2022Q1,"",S08000026,"",S12000027,"",New,"",1332,"", ,z
1680,2022Q2,p,S08000026,"",S12000027,"",New,"",1323,"", ,z
1681,2017Q2,"",S08000030,"",S12000041,"",DNA,"",745,"",8.64168889919963,""
1682,2017Q3,"",S08000030,"",S12000041,"",DNA,"",761,"",9.94771241830065,""
1683,2017Q4,"",S08000030,"",S12000041,"",DNA,"",844,"",9.98107852412488,""
1684,2018Q1,"",S08000030,"",S12000041,"",DNA,"",916,"",10.6759906759907,""
1685,2018Q2,"",S08000030,"",S12000041,"",DNA,"",737,"",8.66039952996475,""
1686,2018Q3,"",S08000030,"",S12000041,"",DNA,"",643,"",8.35173399142746,""
1687,2018Q4,"",S08000030,"",S12000041,"",DNA,"",671,"",8.50120359812492,""
1688,2019Q1,"",S08000030,"",S12000041,"",DNA,"",613,"",7.60357231456214,""
1689,2019Q2,"",S08000030,"",S12000041,"",DNA,"",632,"",7.90395197598799,""
1690,2019Q3,"",S08000030,"",S12000041,"",DNA,"",635,"",7.90095806893119,""
1691,2019Q4,"",S08000030,"",S12000041,"",DNA,"",674,"",7.9546795704001,""
1692,2020Q1,"",S08000030,"",S12000041,"",DNA,"",643,"",8.3647716924678,""
1693,2020Q2,"",S08000030,"",S12000041,"",DNA,"",163,"",4.01873767258383,""
1694,2020Q3,"",S08000030,"",S12000041,"",DNA,"",300,"",5.78480524489009,""
1695,2020Q4,"",S08000030,"",S12000041,"",DNA,"",467,"",7.69484264293953,""
1696,2021Q1,"",S08000030,"",S12000041,"",DNA,"",485,"",7.5135553834237,""
1697,2021Q2,"",S08000030,"",S12000041,"",DNA,"",506,"",7.14689265536723,""
1698,2021Q3,"",S08000030,"",S12000041,"",DNA,"",520,"",7.8443204103183,""
1699,2021Q4,"",S08000030,"",S12000041,"",DNA,"",590,"",8.47701149425287,""
1700,2022Q1,"",S08000030,"",S12000041,"",DNA,"",633,"",8.78800499791753,""
1701,2022Q2,p,S08000030,"",S12000041,"",DNA,"",648,"",8.89498970487303,""
1702,2017Q2,"",S08000030,"",S12000041,"",New,"",7876,"", ,z
1703,2017Q3,"",S08000030,"",S12000041,"",New,"",6889,"", ,z
1704,2017Q4,"",S08000030,"",S12000041,"",New,"",7612,"", ,z
1705,2018Q1,"",S08000030,"",S12000041,"",New,"",7664,"", ,z
1706,2018Q2,"",S08000030,"",S12000041,"",New,"",7773,"", ,z
1707,2018Q3,"",S08000030,"",S12000041,"",New,"",7056,"", ,z
1708,2018Q4,"",S08000030,"",S12000041,"",New,"",7222,"", ,z
1709,2019Q1,"",S08000030,"",S12000041,"",New,"",7449,"", ,z
1710,2019Q2,"",S08000030,"",S12000041,"",New,"",7364,"", ,z
1711,2019Q3,"",S08000030,"",S12000041,"",New,"",7402,"", ,z
1712,2019Q4,"",S08000030,"",S12000041,"",New,"",7799,"", ,z
1713,2020Q1,"",S08000030,"",S12000041,"",New,"",7044,"", ,z
1714,2020Q2,"",S08000030,"",S12000041,"",New,"",3893,"", ,z
1715,2020Q3,"",S08000030,"",S12000041,"",New,"",4886,"", ,z
1716,2020Q4,"",S08000030,"",S12000041,"",New,"",5602,"", ,z
1717,2021Q1,"",S08000030,"",S12000041,"",New,"",5970,"", ,z
1718,2021Q2,"",S08000030,"",S12000041,"",New,"",6574,"", ,z
1719,2021Q3,"",S08000030,"",S12000041,"",New,"",6109,"", ,z
1720,2021Q4,"",S08000030,"",S12000041,"",New,"",6370,"", ,z
1721,2022Q1,"",S08000030,"",S12000041,"",New,"",6570,"", ,z
1722,2022Q2,p,S08000030,"",S12000041,"",New,"",6637,"", ,z
1723,2017Q2,"",S08000030,"",S12000042,"",DNA,"",1559,"",11.7936303805129,""
1724,2017Q3,"",S08000030,"",S12000042,"",DNA,"",1553,"",13.499652294854,""
1725,2017Q4,"",S08000030,"",S12000042,"",DNA,"",1680,"",13.9697322467986,""
1726,2018Q1,"",S08000030,"",S12000042,"",DNA,"",1857,"",14.3575073449822,""
1727,2018Q2,"",S08000030,"",S12000042,"",DNA,"",1577,"",13.0470753702325,""
1728,2018Q3,"",S08000030,"",S12000042,"",DNA,"",1332,"",11.8748328430062,""
1729,2018Q4,"",S08000030,"",S12000042,"",DNA,"",1272,"",11.1004450650144,""
1730,2019Q1,"",S08000030,"",S12000042,"",DNA,"",1310,"",10.88491898629,""
1731,2019Q2,"",S08000030,"",S12000042,"",DNA,"",1226,"",10.5707880669081,""
1732,2019Q3,"",S08000030,"",S12000042,"",DNA,"",1261,"",10.9862345356334,""
1733,2019Q4,"",S08000030,"",S12000042,"",DNA,"",1323,"",10.9311740890688,""
1734,2020Q1,"",S08000030,"",S12000042,"",DNA,"",1265,"",11.4448566000181,""
1735,2020Q2,"",S08000030,"",S12000042,"",DNA,"",335,"",6.15017440793097,""
1736,2020Q3,"",S08000030,"",S12000042,"",DNA,"",627,"",8.82104670793472,""
1737,2020Q4,"",S08000030,"",S12000042,"",DNA,"",885,"",10.3243117125525,""
1738,2021Q1,"",S08000030,"",S12000042,"",DNA,"",901,"",10.1190476190476,""
1739,2021Q2,"",S08000030,"",S12000042,"",DNA,"",948,"",9.73505853357979,""
1740,2021Q3,"",S08000030,"",S12000042,"",DNA,"",957,"",10.4123599173104,""
1741,2021Q4,"",S08000030,"",S12000042,"",DNA,"",1087,"",11.1888831703551,""
1742,2022Q1,"",S08000030,"",S12000042,"",DNA,"",1139,"",11.1820145297467,""
1743,2022Q2,p,S08000030,"",S12000042,"",DNA,"",1182,"",11.7952300169644,""
1744,2017Q2,"",S08000030,"",S12000042,"",New,"",11660,"", ,z
1745,2017Q3,"",S08000030,"",S12000042,"",New,"",9951,"", ,z
1746,2017Q4,"",S08000030,"",S12000042,"",New,"",10346,"", ,z
1747,2018Q1,"",S08000030,"",S12000042,"",New,"",11077,"", ,z
1748,2018Q2,"",S08000030,"",S12000042,"",New,"",10510,"", ,z
1749,2018Q3,"",S08000030,"",S12000042,"",New,"",9885,"", ,z
1750,2018Q4,"",S08000030,"",S12000042,"",New,"",10187,"", ,z
1751,2019Q1,"",S08000030,"",S12000042,"",New,"",10725,"", ,z
1752,2019Q2,"",S08000030,"",S12000042,"",New,"",10372,"", ,z
1753,2019Q3,"",S08000030,"",S12000042,"",New,"",10217,"", ,z
1754,2019Q4,"",S08000030,"",S12000042,"",New,"",10780,"", ,z
1755,2020Q1,"",S08000030,"",S12000042,"",New,"",9788,"", ,z
1756,2020Q2,"",S08000030,"",S12000042,"",New,"",5112,"", ,z
1757,2020Q3,"",S08000030,"",S12000042,"",New,"",6481,"", ,z
1758,2020Q4,"",S08000030,"",S12000042,"",New,"",7687,"", ,z
1759,2021Q1,"",S08000030,"",S12000042,"",New,"",8003,"", ,z
1760,2021Q2,"",S08000030,"",S12000042,"",New,"",8790,"", ,z
1761,2021Q3,"",S08000030,"",S12000042,"",New,"",8234,"", ,z
1762,2021Q4,"",S08000030,"",S12000042,"",New,"",8628,"", ,z
1763,2022Q1,"",S08000030,"",S12000042,"",New,"",9047,"", ,z
1764,2022Q2,p,S08000030,"",S12000042,"",New,"",8839,"", ,z
1765,2017Q2,"",S08000030,"",S08000030,d,DNA,"",3117,"",9.39591246156629,""
1766,2017Q3,"",S08000030,"",S08000030,d,DNA,"",3191,"",10.8648280558393,""
1767,2017Q4,"",S08000030,"",S08000030,d,DNA,"",3523,"",11.3330759827575,""
1768,2018Q1,"",S08000030,"",S08000030,d,DNA,"",3891,"",11.9616342340681,""
1769,2018Q2,"",S08000030,"",S08000030,d,DNA,"",3204,"",10.2768066202649,""
1770,2018Q3,"",S08000030,"",S08000030,d,DNA,"",2787,"",9.71621810068331,""
1771,2018Q4,"",S08000030,"",S08000030,d,DNA,"",2704,"",9.2057331563000009,""
1772,2019Q1,"",S08000030,"",S08000030,d,DNA,"",2669,"",8.8488827000862,""
1773,2019Q2,"",S08000030,"",S08000030,d,DNA,"",2596,"",8.79821053345082,""
1774,2019Q3,"",S08000030,"",S08000030,d,DNA,"",2655,"",9.02324632952692,""
1775,2019Q4,"",S08000030,"",S08000030,d,DNA,"",2736,"",8.91669925694173,""
1776,2020Q1,"",S08000030,"",S08000030,d,DNA,"",2640,"",9.31940129906806,""
1777,2020Q2,"",S08000030,"",S08000030,d,DNA,"",732,"",4.91143317230274,""
1778,2020Q3,"",S08000030,"",S08000030,d,DNA,"",1299,"",6.95954995981784,""
1779,2020Q4,"",S08000030,"",S08000030,d,DNA,"",1876,"",8.48561606658223,""
1780,2021Q1,"",S08000030,"",S08000030,d,DNA,"",1946,"",8.3336902059869,""
1781,2021Q2,"",S08000030,"",S08000030,d,DNA,"",1997,"",7.79469164715066,""
1782,2021Q3,"",S08000030,"",S08000030,d,DNA,"",2116,"",8.67106503298775,""
1783,2021Q4,"",S08000030,"",S08000030,d,DNA,"",2379,"",9.20915108582046,""
1784,2022Q1,"",S08000030,"",S08000030,d,DNA,"",2509,"",9.31986181791167,""
1785,2022Q2,p,S08000030,"",S08000030,d,DNA,"",2488,"",9.50815913173081,""
1786,2017Q2,"",S08000030,"",S08000030,d,New,"",30057,"", ,z
1787,2017Q3,"",S08000030,"",S08000030,d,New,"",26179,"", ,z
1788,2017Q4,"",S08000030,"",S08000030,d,New,"",27563,"", ,z
1789,2018Q1,"",S08000030,"",S08000030,d,New,"",28638,"", ,z
1790,2018Q2,"",S08000030,"",S08000030,d,New,"",27973,"", ,z
1791,2018Q3,"",S08000030,"",S08000030,d,New,"",25897,"", ,z
1792,2018Q4,"",S08000030,"",S08000030,d,New,"",26669,"", ,z
1793,2019Q1,"",S08000030,"",S08000030,d,New,"",27493,"", ,z
1794,2019Q2,"",S08000030,"",S08000030,d,New,"",26910,"", ,z
1795,2019Q3,"",S08000030,"",S08000030,d,New,"",26769,"", ,z
1796,2019Q4,"",S08000030,"",S08000030,d,New,"",27948,"", ,z
1797,2020Q1,"",S08000030,"",S08000030,d,New,"",25688,"", ,z
1798,2020Q2,"",S08000030,"",S08000030,d,New,"",14172,"", ,z
1799,2020Q3,"",S08000030,"",S08000030,d,New,"",17366,"", ,z
1800,2020Q4,"",S08000030,"",S08000030,d,New,"",20232,"", ,z
1801,2021Q1,"",S08000030,"",S08000030,d,New,"",21405,"", ,z
1802,2021Q2,"",S08000030,"",S08000030,d,New,"",23623,"", ,z
1803,2021Q3,"",S08000030,"",S08000030,d,New,"",22287,"", ,z
1804,2021Q4,"",S08000030,"",S08000030,d,New,"",23454,"", ,z
1805,2022Q1,"",S08000030,"",S08000030,d,New,"",24412,"", ,z
1806,2022Q2,p,S08000030,"",S08000030,d,New,"",23679,"", ,z
1807,2017Q2,"",S08000030,"",S12000048,"",DNA,"",813,"",7.17310746426681,""
1808,2017Q3,"",S08000030,"",S12000048,"",DNA,"",877,"",8.58457321848081,""
1809,2017Q4,"",S08000030,"",S12000048,"",DNA,"",999,"",9.42097321765372,""
1810,2018Q1,"",S08000030,"",S12000048,"",DNA,"",1118,"",10.1497957330912,""
1811,2018Q2,"",S08000030,"",S12000048,"",DNA,"",890,"",8.41209829867675,""
1812,2018Q3,"",S08000030,"",S12000048,"",DNA,"",812,"",8.31285831285831,""
1813,2018Q4,"",S08000030,"",S12000048,"",DNA,"",761,"",7.59405248977148,""
1814,2019Q1,"",S08000030,"",S12000048,"",DNA,"",746,"",7.41182314952807,""
1815,2019Q2,"",S08000030,"",S12000048,"",DNA,"",738,"",7.4455205811138,""
1816,2019Q3,"",S08000030,"",S12000048,"",DNA,"",759,"",7.65970330003028,""
1817,2019Q4,"",S08000030,"",S12000048,"",DNA,"",739,"",7.31104075979422,""
1818,2020Q1,"",S08000030,"",S12000048,"",DNA,"",732,"",7.63454317897372,""
1819,2020Q2,"",S08000030,"",S12000048,"",DNA,"",234,"",4.33253101277541,""
1820,2020Q3,"",S08000030,"",S12000048,"",DNA,"",372,"",5.83895777742898,""
1821,2020Q4,"",S08000030,"",S12000048,"",DNA,"",524,"",7.01754385964912,""
1822,2021Q1,"",S08000030,"",S12000048,"",DNA,"",560,"",7.00700700700701,""
1823,2021Q2,"",S08000030,"",S12000048,"",DNA,"",543,"",6.16905248807089,""
1824,2021Q3,"",S08000030,"",S12000048,"",DNA,"",639,"",7.44494931842013,""
1825,2021Q4,"",S08000030,"",S12000048,"",DNA,"",702,"",7.66542913299847,""
1826,2022Q1,"",S08000030,"",S12000048,"",DNA,"",737,"",7.73185060847671,""
1827,2022Q2,p,S08000030,"",S12000048,"",DNA,"",658,"",7.4257984426137,""
1828,2017Q2,"",S08000030,"",S12000048,"",New,"",10521,"", ,z
1829,2017Q3,"",S08000030,"",S12000048,"",New,"",9339,"", ,z
1830,2017Q4,"",S08000030,"",S12000048,"",New,"",9605,"", ,z
1831,2018Q1,"",S08000030,"",S12000048,"",New,"",9897,"", ,z
1832,2018Q2,"",S08000030,"",S12000048,"",New,"",9690,"", ,z
1833,2018Q3,"",S08000030,"",S12000048,"",New,"",8956,"", ,z
1834,2018Q4,"",S08000030,"",S12000048,"",New,"",9260,"", ,z
1835,2019Q1,"",S08000030,"",S12000048,"",New,"",9319,"", ,z
1836,2019Q2,"",S08000030,"",S12000048,"",New,"",9174,"", ,z
1837,2019Q3,"",S08000030,"",S12000048,"",New,"",9150,"", ,z
1838,2019Q4,"",S08000030,"",S12000048,"",New,"",9369,"", ,z
1839,2020Q1,"",S08000030,"",S12000048,"",New,"",8856,"", ,z
1840,2020Q2,"",S08000030,"",S12000048,"",New,"",5167,"", ,z
1841,2020Q3,"",S08000030,"",S12000048,"",New,"",5999,"", ,z
1842,2020Q4,"",S08000030,"",S12000048,"",New,"",6943,"", ,z
1843,2021Q1,"",S08000030,"",S12000048,"",New,"",7432,"", ,z
1844,2021Q2,"",S08000030,"",S12000048,"",New,"",8259,"", ,z
1845,2021Q3,"",S08000030,"",S12000048,"",New,"",7944,"", ,z
1846,2021Q4,"",S08000030,"",S12000048,"",New,"",8456,"", ,z
1847,2022Q1,"",S08000030,"",S12000048,"",New,"",8795,"", ,z
1848,2022Q2,p,S08000030,"",S12000048,"",New,"",8203,"", ,z
1849,2017Q2,"",S08000028,"",S12000013,"",DNA,"",152,"",7.0829450139795,""
1850,2017Q3,"",S08000028,"",S12000013,"",DNA,"",174,"",7.77479892761394,""
1851,2017Q4,"",S08000028,"",S12000013,"",DNA,"",179,"",8.32558139534884,""
1852,2018Q1,"",S08000028,"",S12000013,"",DNA,"",155,"",6.96316262353998,""
1853,2018Q2,"",S08000028,"",S12000013,"",DNA,"",135,"",6.58536585365854,""
1854,2018Q3,"",S08000028,"",S12000013,"",DNA,"",155,"",7.2872590503056,""
1855,2018Q4,"",S08000028,"",S12000013,"",DNA,"",186,"",8.37460603331833,""
1856,2019Q1,"",S08000028,"",S12000013,"",DNA,"",127,"",5.89053803339518,""
1857,2019Q2,"",S08000028,"",S12000013,"",DNA,"",165,"",6.71277461350692,""
1858,2019Q3,"",S08000028,"",S12000013,"",DNA,"",157,"",6.71514114627887,""
1859,2019Q4,"",S08000028,"",S12000013,"",DNA,"",194,"",8.12395309882747,""
1860,2020Q1,"",S08000028,"",S12000013,"",DNA,"",182,"",7.86856895806312,""
1861,2020Q2,"",S08000028,"",S12000013,"",DNA,"",28,"",3.7037037037037,""
1862,2020Q3,"",S08000028,"",S12000013,"",DNA,"",53,"",3.80747126436782,""
1863,2020Q4,"",S08000028,"",S12000013,"",DNA,"",103,"",6.64945125887669,""
1864,2021Q1,"",S08000028,"",S12000013,"",DNA,"",106,"",6.35872825434913,""
1865,2021Q2,"",S08000028,"",S12000013,"",DNA,"",104,"",5.43648719289075,""
1866,2021Q3,"",S08000028,"",S12000013,"",DNA,"",129,"",6.70826833073323,""
1867,2021Q4,"",S08000028,"",S12000013,"",DNA,"",122,"",5.96868884540117,""
1868,2022Q1,"",S08000028,"",S12000013,"",DNA,"",90,"",6.85453160700685,""
1869,2022Q2,p,S08000028,"",S12000013,"",DNA,"",178,"",8.56180856180856,""
1870,2017Q2,"",S08000028,"",S12000013,"",New,"",1994,"", ,z
1871,2017Q3,"",S08000028,"",S12000013,"",New,"",2064,"", ,z
1872,2017Q4,"",S08000028,"",S12000013,"",New,"",1971,"", ,z
1873,2018Q1,"",S08000028,"",S12000013,"",New,"",2071,"", ,z
1874,2018Q2,"",S08000028,"",S12000013,"",New,"",1915,"", ,z
1875,2018Q3,"",S08000028,"",S12000013,"",New,"",1972,"", ,z
1876,2018Q4,"",S08000028,"",S12000013,"",New,"",2035,"", ,z
1877,2019Q1,"",S08000028,"",S12000013,"",New,"",2029,"", ,z
1878,2019Q2,"",S08000028,"",S12000013,"",New,"",2293,"", ,z
1879,2019Q3,"",S08000028,"",S12000013,"",New,"",2181,"", ,z
1880,2019Q4,"",S08000028,"",S12000013,"",New,"",2194,"", ,z
1881,2020Q1,"",S08000028,"",S12000013,"",New,"",2131,"", ,z
1882,2020Q2,"",S08000028,"",S12000013,"",New,"",728,"", ,z
1883,2020Q3,"",S08000028,"",S12000013,"",New,"",1339,"", ,z
1884,2020Q4,"",S08000028,"",S12000013,"",New,"",1446,"", ,z
1885,2021Q1,"",S08000028,"",S12000013,"",New,"",1561,"", ,z
1886,2021Q2,"",S08000028,"",S12000013,"",New,"",1809,"", ,z
1887,2021Q3,"",S08000028,"",S12000013,"",New,"",1794,"", ,z
1888,2021Q4,"",S08000028,"",S12000013,"",New,"",1922,"", ,z
1889,2022Q1,"",S08000028,"",S12000013,"",New,"",1223,"", ,z
1890,2022Q2,p,S08000028,"",S12000013,"",New,"",1901,"", ,z
1891,2017Q2,"",S08000028,"",S08000028,d,DNA,"",152,"",7.0829450139795,""
1892,2017Q3,"",S08000028,"",S08000028,d,DNA,"",174,"",7.77479892761394,""
1893,2017Q4,"",S08000028,"",S08000028,d,DNA,"",179,"",8.32558139534884,""
1894,2018Q1,"",S08000028,"",S08000028,d,DNA,"",155,"",6.96316262353998,""
1895,2018Q2,"",S08000028,"",S08000028,d,DNA,"",135,"",6.58536585365854,""
1896,2018Q3,"",S08000028,"",S08000028,d,DNA,"",155,"",7.2872590503056,""
1897,2018Q4,"",S08000028,"",S08000028,d,DNA,"",186,"",8.37460603331833,""
1898,2019Q1,"",S08000028,"",S08000028,d,DNA,"",127,"",5.89053803339518,""
1899,2019Q2,"",S08000028,"",S08000028,d,DNA,"",165,"",6.71277461350692,""
1900,2019Q3,"",S08000028,"",S08000028,d,DNA,"",157,"",6.71514114627887,""
1901,2019Q4,"",S08000028,"",S08000028,d,DNA,"",194,"",8.12395309882747,""
1902,2020Q1,"",S08000028,"",S08000028,d,DNA,"",182,"",7.86856895806312,""
1903,2020Q2,"",S08000028,"",S08000028,d,DNA,"",28,"",3.7037037037037,""
1904,2020Q3,"",S08000028,"",S08000028,d,DNA,"",53,"",3.80747126436782,""
1905,2020Q4,"",S08000028,"",S08000028,d,DNA,"",103,"",6.64945125887669,""
1906,2021Q1,"",S08000028,"",S08000028,d,DNA,"",106,"",6.35872825434913,""
1907,2021Q2,"",S08000028,"",S08000028,d,DNA,"",104,"",5.43648719289075,""
1908,2021Q3,"",S08000028,"",S08000028,d,DNA,"",129,"",6.70826833073323,""
1909,2021Q4,"",S08000028,"",S08000028,d,DNA,"",122,"",5.96868884540117,""
1910,2022Q1,"",S08000028,"",S08000028,d,DNA,"",90,"",6.85453160700685,""
1911,2022Q2,p,S08000028,"",S08000028,d,DNA,"",178,"",8.56180856180856,""
1912,2017Q2,"",S08000028,"",S08000028,d,New,"",1994,"", ,z
1913,2017Q3,"",S08000028,"",S08000028,d,New,"",2064,"", ,z
1914,2017Q4,"",S08000028,"",S08000028,d,New,"",1971,"", ,z
1915,2018Q1,"",S08000028,"",S08000028,d,New,"",2071,"", ,z
1916,2018Q2,"",S08000028,"",S08000028,d,New,"",1915,"", ,z
1917,2018Q3,"",S08000028,"",S08000028,d,New,"",1972,"", ,z
1918,2018Q4,"",S08000028,"",S08000028,d,New,"",2035,"", ,z
1919,2019Q1,"",S08000028,"",S08000028,d,New,"",2029,"", ,z
1920,2019Q2,"",S08000028,"",S08000028,d,New,"",2293,"", ,z
1921,2019Q3,"",S08000028,"",S08000028,d,New,"",2181,"", ,z
1922,2019Q4,"",S08000028,"",S08000028,d,New,"",2194,"", ,z
1923,2020Q1,"",S08000028,"",S08000028,d,New,"",2131,"", ,z
1924,2020Q2,"",S08000028,"",S08000028,d,New,"",728,"", ,z
1925,2020Q3,"",S08000028,"",S08000028,d,New,"",1339,"", ,z
1926,2020Q4,"",S08000028,"",S08000028,d,New,"",1446,"", ,z
1927,2021Q1,"",S08000028,"",S08000028,d,New,"",1561,"", ,z
1928,2021Q2,"",S08000028,"",S08000028,d,New,"",1809,"", ,z
1929,2021Q3,"",S08000028,"",S08000028,d,New,"",1794,"", ,z
1930,2021Q4,"",S08000028,"",S08000028,d,New,"",1922,"", ,z
1931,2022Q1,"",S08000028,"",S08000028,d,New,"",1223,"", ,z
1932,2022Q2,p,S08000028,"",S08000028,d,New,"",1901,"", ,z
1933,2017Q2,"",RA2701,"",RA2701,"",DNA,"",15,"",40.5405405405405,""
1934,2017Q3,"",RA2701,"",RA2701,"",DNA,"",5,"",21.7391304347826,""
1935,2017Q4,"",RA2701,"",RA2701,"",DNA,"",10,"",37.037037037037,""
1936,2018Q1,"",RA2701,"",RA2701,"",DNA,"",5,"",27.7777777777778,""
1937,2018Q2,"",RA2701,"",RA2701,"",DNA,"",5,"",20,""
1938,2018Q3,"",RA2701,"",RA2701,"",DNA,"",5,"",21.7391304347826,""
1939,2018Q4,"",RA2701,"",RA2701,"",DNA,"",5,"",29.4117647058824,""
1940,2019Q1,"",RA2701,"",RA2701,"",DNA,"",5,"",23.8095238095238,""
1941,2019Q2,"",RA2701,"",RA2701,"",DNA,"",5,"",21.7391304347826,""
1942,2019Q3,"",RA2701,"",RA2701,"",DNA,"",0,"",0,""
1943,2019Q4,"",RA2701,"",RA2701,"",DNA,"",0,"",0,""
1944,2020Q1,"",RA2701,"",RA2701,"",DNA,"",0,"",0,""
1945,2020Q2,"",RA2701,"",RA2701,"",DNA,"",5,"",50,""
1946,2020Q3,"",RA2701,"",RA2701,"",DNA,"",5,"",50,""
1947,2020Q4,"",RA2701,"",RA2701,"",DNA,"",5,"",41.6666666666667,""
1948,2021Q1,"",RA2701,"",RA2701,"",DNA,"",0,"",0,""
1949,2021Q2,"",RA2701,"",RA2701,"",DNA,"",0,"",0,""
1950,2021Q3,"",RA2701,"",RA2701,"",DNA,"",0,"",0,""
1951,2021Q4,"",RA2701,"",RA2701,"",DNA,"",5,"",45.4545454545455,""
1952,2022Q1,"",RA2701,"",RA2701,"",DNA,"",5,"",27.7777777777778,""
1953,2022Q2,p,RA2701,"",RA2701,"",DNA,"",0,"",0,""
1954,2017Q2,"",RA2701,"",RA2701,"",New,"",24,"", ,z
1955,2017Q3,"",RA2701,"",RA2701,"",New,"",19,"", ,z
1956,2017Q4,"",RA2701,"",RA2701,"",New,"",18,"", ,z
1957,2018Q1,"",RA2701,"",RA2701,"",New,"",11,"", ,z
1958,2018Q2,"",RA2701,"",RA2701,"",New,"",19,"", ,z
1959,2018Q3,"",RA2701,"",RA2701,"",New,"",16,"", ,z
1960,2018Q4,"",RA2701,"",RA2701,"",New,"",13,"", ,z
1961,2019Q1,"",RA2701,"",RA2701,"",New,"",14,"", ,z
1962,2019Q2,"",RA2701,"",RA2701,"",New,"",16,"", ,z
1963,2019Q3,"",RA2701,"",RA2701,"",New,"",14,"", ,z
1964,2019Q4,"",RA2701,"",RA2701,"",New,"",19,"", ,z
1965,2020Q1,"",RA2701,"",RA2701,"",New,"",5,"", ,z
1966,2020Q2,"",RA2701,"",RA2701,"",New,"",5,"", ,z
1967,2020Q3,"",RA2701,"",RA2701,"",New,"",5,"", ,z
1968,2020Q4,"",RA2701,"",RA2701,"",New,"",5,"", ,z
1969,2021Q1,"",RA2701,"",RA2701,"",New,"",5,"", ,z
1970,2021Q2,"",RA2701,"",RA2701,"",New,"",10,"", ,z
1971,2021Q3,"",RA2701,"",RA2701,"",New,"",5,"", ,z
1972,2021Q4,"",RA2701,"",RA2701,"",New,"",10,"", ,z
