_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AppointmentType,AppointmentTypeQF,Appointments,AppointmentsQF,Rate,RateQF
1303,2017Q2,"",S08000024,"",S12000010,"",DNA,"",770,"",9.54269426199033,""
1304,2017Q3,"",S08000024,"",S12000010,"",DNA,"",717,"",9.3250097541943,""
1305,2017Q4,"",S08000024,"",S12000010,"",DNA,"",798,"",9.61098398169336,""
1306,2018Q1,"",S08000024,"",S12000010,"",DNA,"",754,"",9.0440206309224,""
1307,2018Q2,"",S08000024,"",S12000010,"",DNA,"",760,"",9.15993732674461,""
1308,2018Q3,"",S08000024,"",S12000010,"",DNA,"",748,"",9.27464352138872,""
1309,2018Q4,"",S08000024,"",S12000010,"",DNA,"",730,"",9.0101209577882,""
1310,2019Q1,"",S08000024,"",S12000010,"",DNA,"",640,"",7.9031859718449,""
1311,2019Q2,"",S08000024,"",S12000010,"",DNA,"",662,"",8.1286836935167,""
1312,2019Q3,"",S08000024,"",S12000010,"",DNA,"",647,"",7.9542660437669,""
1313,2019Q4,"",S08000024,"",S12000010,"",DNA,"",698,"",8.57177944246592,""
1314,2020Q1,"",S08000024,"",S12000010,"",DNA,"",736,"",9.45529290853032,""
1315,2020Q2,"",S08000024,"",S12000010,"",DNA,"",201,"",5.83284968078932,""
1316,2020Q3,"",S08000024,"",S12000010,"",DNA,"",385,"",7.19222865682795,""
1317,2020Q4,"",S08000024,"",S12000010,"",DNA,"",452,"",7.49212663683076,""
1318,2021Q1,"",S08000024,"",S12000010,"",DNA,"",497,"",7.85895003162555,""
1319,2021Q2,"",S08000024,"",S12000010,"",DNA,"",505,"",7.32096259785445,""
1320,2021Q3,"",S08000024,"",S12000010,"",DNA,"",667,"",9.18353297535454,""
1321,2021Q4,"",S08000024,"",S12000010,"",DNA,"",689,"",9.05268690053869,""
1322,2022Q1,"",S08000024,"",S12000010,"",DNA,"",644,"",8.23213600920363,""
1323,2022Q2,p,S08000024,"",S12000010,"",DNA,"",615,"",7.95395757889291,""
1324,2017Q2,"",S08000024,"",S12000010,"",New,"",7299,"", ,z
1325,2017Q3,"",S08000024,"",S12000010,"",New,"",6972,"", ,z
1326,2017Q4,"",S08000024,"",S12000010,"",New,"",7505,"", ,z
1327,2018Q1,"",S08000024,"",S12000010,"",New,"",7583,"", ,z
1328,2018Q2,"",S08000024,"",S12000010,"",New,"",7537,"", ,z
1329,2018Q3,"",S08000024,"",S12000010,"",New,"",7317,"", ,z
1330,2018Q4,"",S08000024,"",S12000010,"",New,"",7372,"", ,z
1331,2019Q1,"",S08000024,"",S12000010,"",New,"",7458,"", ,z
1332,2019Q2,"",S08000024,"",S12000010,"",New,"",7482,"", ,z
1333,2019Q3,"",S08000024,"",S12000010,"",New,"",7487,"", ,z
1334,2019Q4,"",S08000024,"",S12000010,"",New,"",7445,"", ,z
1335,2020Q1,"",S08000024,"",S12000010,"",New,"",7048,"", ,z
1336,2020Q2,"",S08000024,"",S12000010,"",New,"",3245,"", ,z
1337,2020Q3,"",S08000024,"",S12000010,"",New,"",4968,"", ,z
1338,2020Q4,"",S08000024,"",S12000010,"",New,"",5581,"", ,z
1339,2021Q1,"",S08000024,"",S12000010,"",New,"",5827,"", ,z
1340,2021Q2,"",S08000024,"",S12000010,"",New,"",6393,"", ,z
1341,2021Q3,"",S08000024,"",S12000010,"",New,"",6596,"", ,z
1342,2021Q4,"",S08000024,"",S12000010,"",New,"",6922,"", ,z
1343,2022Q1,"",S08000024,"",S12000010,"",New,"",7179,"", ,z
1344,2022Q2,p,S08000024,"",S12000010,"",New,"",7117,"", ,z
1345,2017Q2,"",S08000024,"",S12000036,"",DNA,"",3909,"",10.9766370886218,""
1346,2017Q3,"",S08000024,"",S12000036,"",DNA,"",3982,"",11.6541793490986,""
1347,2017Q4,"",S08000024,"",S12000036,"",DNA,"",3931,"",10.733985036317,""
1348,2018Q1,"",S08000024,"",S12000036,"",DNA,"",3928,"",10.809323316547,""
1349,2018Q2,"",S08000024,"",S12000036,"",DNA,"",4061,"",10.8850648654444,""
1350,2018Q3,"",S08000024,"",S12000036,"",DNA,"",4191,"",11.5811871338565,""
1351,2018Q4,"",S08000024,"",S12000036,"",DNA,"",3985,"",10.8704547314438,""
1352,2019Q1,"",S08000024,"",S12000036,"",DNA,"",3642,"",9.8584305551796,""
1353,2019Q2,"",S08000024,"",S12000036,"",DNA,"",3864,"",10.1582627898417,""
1354,2019Q3,"",S08000024,"",S12000036,"",DNA,"",4082,"",10.8882368631635,""
1355,2019Q4,"",S08000024,"",S12000036,"",DNA,"",3874,"",10.3541360416945,""
1356,2020Q1,"",S08000024,"",S12000036,"",DNA,"",4040,"",11.191135734072,""
1357,2020Q2,"",S08000024,"",S12000036,"",DNA,"",1161,"",7.39349168948609,""
1358,2020Q3,"",S08000024,"",S12000036,"",DNA,"",1969,"",8.50282851837457,""
1359,2020Q4,"",S08000024,"",S12000036,"",DNA,"",2564,"",9.12325647594648,""
1360,2021Q1,"",S08000024,"",S12000036,"",DNA,"",2698,"",9.23782784359378,""
1361,2021Q2,"",S08000024,"",S12000036,"",DNA,"",2845,"",8.84666811778973,""
1362,2021Q3,"",S08000024,"",S12000036,"",DNA,"",3544,"",10.6199994006772,""
1363,2021Q4,"",S08000024,"",S12000036,"",DNA,"",4038,"",10.9525876098514,""
1364,2022Q1,"",S08000024,"",S12000036,"",DNA,"",3665,"",9.95491090830074,""
1365,2022Q2,p,S08000024,"",S12000036,"",DNA,"",3557,"",9.91608820495665,""
1366,2017Q2,"",S08000024,"",S12000036,"",New,"",31703,"", ,z
1367,2017Q3,"",S08000024,"",S12000036,"",New,"",30186,"", ,z
1368,2017Q4,"",S08000024,"",S12000036,"",New,"",32691,"", ,z
1369,2018Q1,"",S08000024,"",S12000036,"",New,"",32411,"", ,z
1370,2018Q2,"",S08000024,"",S12000036,"",New,"",33247,"", ,z
1371,2018Q3,"",S08000024,"",S12000036,"",New,"",31997,"", ,z
1372,2018Q4,"",S08000024,"",S12000036,"",New,"",32674,"", ,z
1373,2019Q1,"",S08000024,"",S12000036,"",New,"",33301,"", ,z
1374,2019Q2,"",S08000024,"",S12000036,"",New,"",34174,"", ,z
1375,2019Q3,"",S08000024,"",S12000036,"",New,"",33408,"", ,z
1376,2019Q4,"",S08000024,"",S12000036,"",New,"",33541,"", ,z
1377,2020Q1,"",S08000024,"",S12000036,"",New,"",32060,"", ,z
1378,2020Q2,"",S08000024,"",S12000036,"",New,"",14542,"", ,z
1379,2020Q3,"",S08000024,"",S12000036,"",New,"",21188,"", ,z
1380,2020Q4,"",S08000024,"",S12000036,"",New,"",25540,"", ,z
1381,2021Q1,"",S08000024,"",S12000036,"",New,"",26508,"", ,z
1382,2021Q2,"",S08000024,"",S12000036,"",New,"",29314,"", ,z
1383,2021Q3,"",S08000024,"",S12000036,"",New,"",29827,"", ,z
1384,2021Q4,"",S08000024,"",S12000036,"",New,"",32830,"", ,z
1385,2022Q1,"",S08000024,"",S12000036,"",New,"",33151,"", ,z
1386,2022Q2,p,S08000024,"",S12000036,"",New,"",32314,"", ,z
1387,2017Q2,"",S08000024,"",S12000019,"",DNA,"",659,"",9.49430917735197,""
1388,2017Q3,"",S08000024,"",S12000019,"",DNA,"",641,"",9.57430918595967,""
1389,2017Q4,"",S08000024,"",S12000019,"",DNA,"",694,"",9.61085722199141,""
1390,2018Q1,"",S08000024,"",S12000019,"",DNA,"",696,"",9.43217238108145,""
1391,2018Q2,"",S08000024,"",S12000019,"",DNA,"",709,"",9.79552362531086,""
1392,2018Q3,"",S08000024,"",S12000019,"",DNA,"",674,"",9.64510589582141,""
1393,2018Q4,"",S08000024,"",S12000019,"",DNA,"",637,"",9.21452336178215,""
1394,2019Q1,"",S08000024,"",S12000019,"",DNA,"",627,"",8.66022099447514,""
1395,2019Q2,"",S08000024,"",S12000019,"",DNA,"",593,"",8.22925339994449,""
1396,2019Q3,"",S08000024,"",S12000019,"",DNA,"",630,"",8.70165745856354,""
1397,2019Q4,"",S08000024,"",S12000019,"",DNA,"",645,"",8.78866330562747,""
1398,2020Q1,"",S08000024,"",S12000019,"",DNA,"",608,"",8.74065554916619,""
1399,2020Q2,"",S08000024,"",S12000019,"",DNA,"",209,"",6.3914373088685,""
1400,2020Q3,"",S08000024,"",S12000019,"",DNA,"",346,"",7.32895572971828,""
1401,2020Q4,"",S08000024,"",S12000019,"",DNA,"",468,"",8.4051724137931,""
1402,2021Q1,"",S08000024,"",S12000019,"",DNA,"",429,"",7.56613756613757,""
1403,2021Q2,"",S08000024,"",S12000019,"",DNA,"",432,"",6.93753011080777,""
1404,2021Q3,"",S08000024,"",S12000019,"",DNA,"",567,"",8.77708978328173,""
1405,2021Q4,"",S08000024,"",S12000019,"",DNA,"",697,"",9.92312072892939,""
1406,2022Q1,"",S08000024,"",S12000019,"",DNA,"",641,"",8.98388227049755,""
1407,2022Q2,p,S08000024,"",S12000019,"",DNA,"",605,"",8.51992677087734,""
1408,2017Q2,"",S08000024,"",S12000019,"",New,"",6282,"", ,z
1409,2017Q3,"",S08000024,"",S12000019,"",New,"",6054,"", ,z
1410,2017Q4,"",S08000024,"",S12000019,"",New,"",6527,"", ,z
1411,2018Q1,"",S08000024,"",S12000019,"",New,"",6683,"", ,z
1412,2018Q2,"",S08000024,"",S12000019,"",New,"",6529,"", ,z
1413,2018Q3,"",S08000024,"",S12000019,"",New,"",6314,"", ,z
1414,2018Q4,"",S08000024,"",S12000019,"",New,"",6276,"", ,z
1415,2019Q1,"",S08000024,"",S12000019,"",New,"",6613,"", ,z
1416,2019Q2,"",S08000024,"",S12000019,"",New,"",6613,"", ,z
1417,2019Q3,"",S08000024,"",S12000019,"",New,"",6610,"", ,z
1418,2019Q4,"",S08000024,"",S12000019,"",New,"",6694,"", ,z
1419,2020Q1,"",S08000024,"",S12000019,"",New,"",6348,"", ,z
1420,2020Q2,"",S08000024,"",S12000019,"",New,"",3061,"", ,z
1421,2020Q3,"",S08000024,"",S12000019,"",New,"",4375,"", ,z
1422,2020Q4,"",S08000024,"",S12000019,"",New,"",5100,"", ,z
1423,2021Q1,"",S08000024,"",S12000019,"",New,"",5241,"", ,z
1424,2021Q2,"",S08000024,"",S12000019,"",New,"",5795,"", ,z
1425,2021Q3,"",S08000024,"",S12000019,"",New,"",5893,"", ,z
1426,2021Q4,"",S08000024,"",S12000019,"",New,"",6327,"", ,z
1427,2022Q1,"",S08000024,"",S12000019,"",New,"",6494,"", ,z
1428,2022Q2,p,S08000024,"",S12000019,"",New,"",6496,"", ,z
1429,2017Q2,"",S08000024,"",S08000024,d,DNA,"",6592,"",10.2139791443933,""
1430,2017Q3,"",S08000024,"",S08000024,d,DNA,"",6632,"",10.7095565675161,""
1431,2017Q4,"",S08000024,"",S08000024,d,DNA,"",6757,"",10.1217849813503,""
1432,2018Q1,"",S08000024,"",S08000024,d,DNA,"",6641,"",10.0887187433537,""
1433,2018Q2,"",S08000024,"",S08000024,d,DNA,"",6843,"",10.1281747676277,""
1434,2018Q3,"",S08000024,"",S08000024,d,DNA,"",7055,"",10.7522784771543,""
1435,2018Q4,"",S08000024,"",S08000024,d,DNA,"",6692,"",10.1393939393939,""
1436,2019Q1,"",S08000024,"",S08000024,d,DNA,"",6175,"",9.20652433206107,""
1437,2019Q2,"",S08000024,"",S08000024,d,DNA,"",6496,"",9.51655435101084,""
1438,2019Q3,"",S08000024,"",S08000024,d,DNA,"",6733,"",9.91327905298959,""
1439,2019Q4,"",S08000024,"",S08000024,d,DNA,"",6596,"",9.72674855853597,""
1440,2020Q1,"",S08000024,"",S08000024,d,DNA,"",6697,"",10.3092624805653,""
1441,2020Q2,"",S08000024,"",S08000024,d,DNA,"",2040,"",6.94846554719166,""
1442,2020Q3,"",S08000024,"",S08000024,d,DNA,"",3430,"",7.98342798622102,""
1443,2020Q4,"",S08000024,"",S08000024,d,DNA,"",4411,"",8.72843121735001,""
1444,2021Q1,"",S08000024,"",S08000024,d,DNA,"",4611,"",8.75351203584175,""
1445,2021Q2,"",S08000024,"",S08000024,d,DNA,"",4846,"",8.33046826651998,""
1446,2021Q3,"",S08000024,"",S08000024,d,DNA,"",6116,"",10.1228110827899,""
1447,2021Q4,"",S08000024,"",S08000024,d,DNA,"",6908,"",10.5715816053256,""
1448,2022Q1,"",S08000024,"",S08000024,d,DNA,"",6352,"",9.64631201688712,""
1449,2022Q2,p,S08000024,"",S08000024,d,DNA,"",6188,"",9.52688867334842,""
1450,2017Q2,"",S08000024,"",S08000024,d,New,"",57947,"", ,z
1451,2017Q3,"",S08000024,"",S08000024,d,New,"",55294,"", ,z
1452,2017Q4,"",S08000024,"",S08000024,d,New,"",60000,"", ,z
1453,2018Q1,"",S08000024,"",S08000024,d,New,"",59185,"", ,z
1454,2018Q2,"",S08000024,"",S08000024,d,New,"",60721,"", ,z
1455,2018Q3,"",S08000024,"",S08000024,d,New,"",58559,"", ,z
1456,2018Q4,"",S08000024,"",S08000024,d,New,"",59308,"", ,z
1457,2019Q1,"",S08000024,"",S08000024,d,New,"",60897,"", ,z
1458,2019Q2,"",S08000024,"",S08000024,d,New,"",61764,"", ,z
1459,2019Q3,"",S08000024,"",S08000024,d,New,"",61186,"", ,z
1460,2019Q4,"",S08000024,"",S08000024,d,New,"",61217,"", ,z
1461,2020Q1,"",S08000024,"",S08000024,d,New,"",58264,"", ,z
1462,2020Q2,"",S08000024,"",S08000024,d,New,"",27319,"", ,z
1463,2020Q3,"",S08000024,"",S08000024,d,New,"",39534,"", ,z
1464,2020Q4,"",S08000024,"",S08000024,d,New,"",46125,"", ,z
1465,2021Q1,"",S08000024,"",S08000024,d,New,"",48065,"", ,z
1466,2021Q2,"",S08000024,"",S08000024,d,New,"",53326,"", ,z
1467,2021Q3,"",S08000024,"",S08000024,d,New,"",54302,"", ,z
1468,2021Q4,"",S08000024,"",S08000024,d,New,"",58437,"", ,z
1469,2022Q1,"",S08000024,"",S08000024,d,New,"",59497,"", ,z
1470,2022Q2,p,S08000024,"",S08000024,d,New,"",58765,"", ,z
1471,2017Q2,"",S08000024,"",S12000040,"",DNA,"",1254,"",9.01056262125458,""
1472,2017Q3,"",S08000024,"",S12000040,"",DNA,"",1292,"",9.66053536713025,""
1473,2017Q4,"",S08000024,"",S12000040,"",DNA,"",1334,"",9.13010745328862,""
1474,2018Q1,"",S08000024,"",S12000040,"",DNA,"",1263,"",9.17144724420884,""
1475,2018Q2,"",S08000024,"",S12000040,"",DNA,"",1313,"",8.91923103050065,""
1476,2018Q3,"",S08000024,"",S12000040,"",DNA,"",1442,"",10.0327002017672,""
1477,2018Q4,"",S08000024,"",S12000040,"",DNA,"",1340,"",9.35362278374983,""
1478,2019Q1,"",S08000024,"",S12000040,"",DNA,"",1266,"",8.55925900885674,""
1479,2019Q2,"",S08000024,"",S12000040,"",DNA,"",1377,"",9.25901022054868,""
1480,2019Q3,"",S08000024,"",S12000040,"",DNA,"",1374,"",9.12653603454002,""
1481,2019Q4,"",S08000024,"",S12000040,"",DNA,"",1379,"",9.24510592652186,""
1482,2020Q1,"",S08000024,"",S12000040,"",DNA,"",1313,"",9.2982083421854,""
1483,2020Q2,"",S08000024,"",S12000040,"",DNA,"",469,"",6.75792507204611,""
1484,2020Q3,"",S08000024,"",S12000040,"",DNA,"",730,"",7.50025685811158,""
1485,2020Q4,"",S08000024,"",S12000040,"",DNA,"",927,"",8.55876650355461,""
1486,2021Q1,"",S08000024,"",S12000040,"",DNA,"",987,"",8.60055768560474,""
1487,2021Q2,"",S08000024,"",S12000040,"",DNA,"",1064,"",8.25574177529485,""
1488,2021Q3,"",S08000024,"",S12000040,"",DNA,"",1338,"",10.0420294205944,""
1489,2021Q4,"",S08000024,"",S12000040,"",DNA,"",1484,"",10.7209940760006,""
1490,2022Q1,"",S08000024,"",S12000040,"",DNA,"",1402,"",9.96092362344583,""
1491,2022Q2,p,S08000024,"",S12000040,"",DNA,"",1411,"",9.90244929468735,""
1492,2017Q2,"",S08000024,"",S12000040,"",New,"",12663,"", ,z
1493,2017Q3,"",S08000024,"",S12000040,"",New,"",12082,"", ,z
1494,2017Q4,"",S08000024,"",S12000040,"",New,"",13277,"", ,z
1495,2018Q1,"",S08000024,"",S12000040,"",New,"",12508,"", ,z
1496,2018Q2,"",S08000024,"",S12000040,"",New,"",13408,"", ,z
1497,2018Q3,"",S08000024,"",S12000040,"",New,"",12931,"", ,z
1498,2018Q4,"",S08000024,"",S12000040,"",New,"",12986,"", ,z
1499,2019Q1,"",S08000024,"",S12000040,"",New,"",13525,"", ,z
1500,2019Q2,"",S08000024,"",S12000040,"",New,"",13495,"", ,z
1501,2019Q3,"",S08000024,"",S12000040,"",New,"",13681,"", ,z
1502,2019Q4,"",S08000024,"",S12000040,"",New,"",13537,"", ,z
1503,2020Q1,"",S08000024,"",S12000040,"",New,"",12808,"", ,z
1504,2020Q2,"",S08000024,"",S12000040,"",New,"",6471,"", ,z
1505,2020Q3,"",S08000024,"",S12000040,"",New,"",9003,"", ,z
1506,2020Q4,"",S08000024,"",S12000040,"",New,"",9904,"", ,z
1507,2021Q1,"",S08000024,"",S12000040,"",New,"",10489,"", ,z
1508,2021Q2,"",S08000024,"",S12000040,"",New,"",11824,"", ,z
1509,2021Q3,"",S08000024,"",S12000040,"",New,"",11986,"", ,z
1510,2021Q4,"",S08000024,"",S12000040,"",New,"",12358,"", ,z
1511,2022Q1,"",S08000024,"",S12000040,"",New,"",12673,"", ,z
1512,2022Q2,p,S08000024,"",S12000040,"",New,"",12838,"", ,z
1513,2017Q2,"",S08000025,"",S08000025,d,DNA,"",63,"",5.34351145038168,""
1514,2017Q3,"",S08000025,"",S08000025,d,DNA,"",71,"",6.35062611806798,""
1515,2017Q4,"",S08000025,"",S08000025,d,DNA,"",86,"",6.01398601398601,""
1516,2018Q1,"",S08000025,"",S08000025,d,DNA,"",81,"",6.11320754716981,""
1517,2018Q2,"",S08000025,"",S08000025,d,DNA,"",69,"",5.11111111111111,""
1518,2018Q3,"",S08000025,"",S08000025,d,DNA,"",65,"",4.99615680245965,""
1519,2018Q4,"",S08000025,"",S08000025,d,DNA,"",73,"",5.53030303030303,""
1520,2019Q1,"",S08000025,"",S08000025,d,DNA,"",83,"",5.89907604832978,""
1521,2019Q2,"",S08000025,"",S08000025,d,DNA,"",57,"",4.7979797979798,""
1522,2019Q3,"",S08000025,"",S08000025,d,DNA,"",92,"",6.16621983914209,""
1523,2019Q4,"",S08000025,"",S08000025,d,DNA,"",76,"",5.17006802721088,""
1524,2020Q1,"",S08000025,"",S08000025,d,DNA,"",76,"",5.47945205479452,""
1525,2020Q2,"",S08000025,"",S08000025,d,DNA,"",12,"",2.36220472440945,""
1526,2020Q3,"",S08000025,"",S08000025,d,DNA,"",25,"",3.12891113892365,""
1527,2020Q4,"",S08000025,"",S08000025,d,DNA,"",50,"",4.91642084562439,""
1528,2021Q1,"",S08000025,"",S08000025,d,DNA,"",72,"",5.56414219474498,""
1529,2021Q2,"",S08000025,"",S08000025,d,DNA,"",57,"",4.16666666666667,""
1530,2021Q3,"",S08000025,"",S08000025,d,DNA,"",54,"",4.07547169811321,""
1531,2021Q4,"",S08000025,"",S08000025,d,DNA,"",56,"",4.71380471380471,""
1532,2022Q1,"",S08000025,"",S08000025,d,DNA,"",61,"",4.41070137382502,""
1533,2022Q2,p,S08000025,"",S08000025,d,DNA,"",70,"",5.44323483670296,""
1534,2017Q2,"",S08000025,"",S08000025,d,New,"",1116,"", ,z
1535,2017Q3,"",S08000025,"",S08000025,d,New,"",1047,"", ,z
1536,2017Q4,"",S08000025,"",S08000025,d,New,"",1344,"", ,z
1537,2018Q1,"",S08000025,"",S08000025,d,New,"",1244,"", ,z
1538,2018Q2,"",S08000025,"",S08000025,d,New,"",1281,"", ,z
1539,2018Q3,"",S08000025,"",S08000025,d,New,"",1236,"", ,z
1540,2018Q4,"",S08000025,"",S08000025,d,New,"",1247,"", ,z
1541,2019Q1,"",S08000025,"",S08000025,d,New,"",1324,"", ,z
1542,2019Q2,"",S08000025,"",S08000025,d,New,"",1131,"", ,z
1543,2019Q3,"",S08000025,"",S08000025,d,New,"",1400,"", ,z
1544,2019Q4,"",S08000025,"",S08000025,d,New,"",1394,"", ,z
1545,2020Q1,"",S08000025,"",S08000025,d,New,"",1311,"", ,z
1546,2020Q2,"",S08000025,"",S08000025,d,New,"",496,"", ,z
1547,2020Q3,"",S08000025,"",S08000025,d,New,"",774,"", ,z
1548,2020Q4,"",S08000025,"",S08000025,d,New,"",967,"", ,z
1549,2021Q1,"",S08000025,"",S08000025,d,New,"",1222,"", ,z
1550,2021Q2,"",S08000025,"",S08000025,d,New,"",1311,"", ,z
1551,2021Q3,"",S08000025,"",S08000025,d,New,"",1271,"", ,z
1552,2021Q4,"",S08000025,"",S08000025,d,New,"",1132,"", ,z
1553,2022Q1,"",S08000025,"",S08000025,d,New,"",1322,"", ,z
1554,2022Q2,p,S08000025,"",S08000025,d,New,"",1216,"", ,z
1555,2017Q2,"",S08000025,"",S12000023,"",DNA,"",63,"",5.34351145038168,""
1556,2017Q3,"",S08000025,"",S12000023,"",DNA,"",71,"",6.35062611806798,""
1557,2017Q4,"",S08000025,"",S12000023,"",DNA,"",86,"",6.01398601398601,""
1558,2018Q1,"",S08000025,"",S12000023,"",DNA,"",81,"",6.11320754716981,""
1559,2018Q2,"",S08000025,"",S12000023,"",DNA,"",69,"",5.11111111111111,""
1560,2018Q3,"",S08000025,"",S12000023,"",DNA,"",65,"",4.99615680245965,""
1561,2018Q4,"",S08000025,"",S12000023,"",DNA,"",73,"",5.53030303030303,""
1562,2019Q1,"",S08000025,"",S12000023,"",DNA,"",83,"",5.89907604832978,""
1563,2019Q2,"",S08000025,"",S12000023,"",DNA,"",57,"",4.7979797979798,""
1564,2019Q3,"",S08000025,"",S12000023,"",DNA,"",92,"",6.16621983914209,""
1565,2019Q4,"",S08000025,"",S12000023,"",DNA,"",76,"",5.17006802721088,""
1566,2020Q1,"",S08000025,"",S12000023,"",DNA,"",76,"",5.47945205479452,""
1567,2020Q2,"",S08000025,"",S12000023,"",DNA,"",12,"",2.36220472440945,""
1568,2020Q3,"",S08000025,"",S12000023,"",DNA,"",25,"",3.12891113892365,""
1569,2020Q4,"",S08000025,"",S12000023,"",DNA,"",50,"",4.91642084562439,""
1570,2021Q1,"",S08000025,"",S12000023,"",DNA,"",72,"",5.56414219474498,""
1571,2021Q2,"",S08000025,"",S12000023,"",DNA,"",57,"",4.16666666666667,""
1572,2021Q3,"",S08000025,"",S12000023,"",DNA,"",54,"",4.07547169811321,""
1573,2021Q4,"",S08000025,"",S12000023,"",DNA,"",56,"",4.71380471380471,""
1574,2022Q1,"",S08000025,"",S12000023,"",DNA,"",61,"",4.41070137382502,""
1575,2022Q2,p,S08000025,"",S12000023,"",DNA,"",70,"",5.44323483670296,""
1576,2017Q2,"",S08000025,"",S12000023,"",New,"",1116,"", ,z
1577,2017Q3,"",S08000025,"",S12000023,"",New,"",1047,"", ,z
1578,2017Q4,"",S08000025,"",S12000023,"",New,"",1344,"", ,z
1579,2018Q1,"",S08000025,"",S12000023,"",New,"",1244,"", ,z
1580,2018Q2,"",S08000025,"",S12000023,"",New,"",1281,"", ,z
1581,2018Q3,"",S08000025,"",S12000023,"",New,"",1236,"", ,z
1582,2018Q4,"",S08000025,"",S12000023,"",New,"",1247,"", ,z
1583,2019Q1,"",S08000025,"",S12000023,"",New,"",1324,"", ,z
1584,2019Q2,"",S08000025,"",S12000023,"",New,"",1131,"", ,z
1585,2019Q3,"",S08000025,"",S12000023,"",New,"",1400,"", ,z
1586,2019Q4,"",S08000025,"",S12000023,"",New,"",1394,"", ,z
1587,2020Q1,"",S08000025,"",S12000023,"",New,"",1311,"", ,z
1588,2020Q2,"",S08000025,"",S12000023,"",New,"",496,"", ,z
1589,2020Q3,"",S08000025,"",S12000023,"",New,"",774,"", ,z
1590,2020Q4,"",S08000025,"",S12000023,"",New,"",967,"", ,z
1591,2021Q1,"",S08000025,"",S12000023,"",New,"",1222,"", ,z
1592,2021Q2,"",S08000025,"",S12000023,"",New,"",1311,"", ,z
1593,2021Q3,"",S08000025,"",S12000023,"",New,"",1271,"", ,z
1594,2021Q4,"",S08000025,"",S12000023,"",New,"",1132,"", ,z
1595,2022Q1,"",S08000025,"",S12000023,"",New,"",1322,"", ,z
1596,2022Q2,p,S08000025,"",S12000023,"",New,"",1216,"", ,z
1597,2017Q2,"",S08000026,"",S08000026,d,DNA,"",101,"",6.18115055079559,""
1598,2017Q3,"",S08000026,"",S08000026,d,DNA,"",110,"",6.7859346082665,""
1599,2017Q4,"",S08000026,"",S08000026,d,DNA,"",89,"",6.19345859429367,""
1600,2018Q1,"",S08000026,"",S08000026,d,DNA,"",69,"",4.72926662097327,""
1601,2018Q2,"",S08000026,"",S08000026,d,DNA,"",82,"",5.20304568527919,""
1602,2018Q3,"",S08000026,"",S08000026,d,DNA,"",80,"",5.453306066803,""
1603,2018Q4,"",S08000026,"",S08000026,d,DNA,"",75,"",4.8480930833872,""
1604,2019Q1,"",S08000026,"",S08000026,d,DNA,"",74,"",5.17844646606018,""
1605,2019Q2,"",S08000026,"",S08000026,d,DNA,"",100,"",6.34517766497462,""
1606,2019Q3,"",S08000026,"",S08000026,d,DNA,"",91,"",5.92833876221498,""
1607,2019Q4,"",S08000026,"",S08000026,d,DNA,"",83,"",5.16490354698195,""
1608,2020Q1,"",S08000026,"",S08000026,d,DNA,"",71,"",5.24759793052476,""
1609,2020Q2,"",S08000026,"",S08000026,d,DNA,"",15,"",2.60416666666667,""
1610,2020Q3,"",S08000026,"",S08000026,d,DNA,"",46,"",4.43587270973963,""
1611,2020Q4,"",S08000026,"",S08000026,d,DNA,"",54,"",4.37601296596434,""
1612,2021Q1,"",S08000026,"",S08000026,d,DNA,"",58,"",4.46153846153846,""
1613,2021Q2,"",S08000026,"",S08000026,d,DNA,"",52,"",3.76266280752533,""
1614,2021Q3,"",S08000026,"",S08000026,d,DNA,"",93,"",5.97686375321337,""
1615,2021Q4,"",S08000026,"",S08000026,d,DNA,"",84,"",5.87002096436059,""
1616,2022Q1,"",S08000026,"",S08000026,d,DNA,"",76,"",5.39772727272727,""
1617,2022Q2,p,S08000026,"",S08000026,d,DNA,"",71,"",5.09325681492109,""
1618,2017Q2,"",S08000026,"",S08000026,d,New,"",1533,"", ,z
1619,2017Q3,"",S08000026,"",S08000026,d,New,"",1511,"", ,z
1620,2017Q4,"",S08000026,"",S08000026,d,New,"",1348,"", ,z
1621,2018Q1,"",S08000026,"",S08000026,d,New,"",1390,"", ,z
1622,2018Q2,"",S08000026,"",S08000026,d,New,"",1494,"", ,z
1623,2018Q3,"",S08000026,"",S08000026,d,New,"",1387,"", ,z
1624,2018Q4,"",S08000026,"",S08000026,d,New,"",1472,"", ,z
1625,2019Q1,"",S08000026,"",S08000026,d,New,"",1355,"", ,z
1626,2019Q2,"",S08000026,"",S08000026,d,New,"",1476,"", ,z
1627,2019Q3,"",S08000026,"",S08000026,d,New,"",1444,"", ,z
1628,2019Q4,"",S08000026,"",S08000026,d,New,"",1524,"", ,z
1629,2020Q1,"",S08000026,"",S08000026,d,New,"",1282,"", ,z
1630,2020Q2,"",S08000026,"",S08000026,d,New,"",561,"", ,z
1631,2020Q3,"",S08000026,"",S08000026,d,New,"",991,"", ,z
1632,2020Q4,"",S08000026,"",S08000026,d,New,"",1180,"", ,z
1633,2021Q1,"",S08000026,"",S08000026,d,New,"",1242,"", ,z
1634,2021Q2,"",S08000026,"",S08000026,d,New,"",1330,"", ,z
1635,2021Q3,"",S08000026,"",S08000026,d,New,"",1463,"", ,z
1636,2021Q4,"",S08000026,"",S08000026,d,New,"",1347,"", ,z
