id,week_ending,hb,hbqf,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_var,hb_name,hb_date_enacted,hb_date_archived,country,year,month,day,wdate,iswinter,above_thresh
162,20200119,S08000019,NA,5,All,d,104,139,-25.2,NHS Forth Valley,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
163,20200119,S08000020,NA,1,All,d,104,117.5,-11.5,NHS Grampian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
164,20200119,S08000020,NA,2,All,d,257,256.5,0.2,NHS Grampian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
165,20200119,S08000020,NA,3,All,d,322,300,7.3,NHS Grampian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
166,20200119,S08000020,NA,4,All,d,351,386.5,-9.2,NHS Grampian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
167,20200119,S08000020,NA,5,All,d,314,292.5,7.4,NHS Grampian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
168,20200119,S08000022,NA,1,All,d,83,99,-16.2,NHS Highland,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
169,20200119,S08000022,NA,2,All,d,156,154,1.3,NHS Highland,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
170,20200119,S08000022,NA,3,All,d,272,284,-4.2,NHS Highland,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
171,20200119,S08000022,NA,4,All,d,197,204.5,-3.7,NHS Highland,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
172,20200119,S08000022,NA,5,All,d,50,44,13.6,NHS Highland,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
173,20200119,S08000024,NA,1,All,d,395,361,9.4,NHS Lothian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
174,20200119,S08000024,NA,2,All,d,667,514.5,29.6,NHS Lothian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
175,20200119,S08000024,NA,3,All,d,397,367,8.2,NHS Lothian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
176,20200119,S08000024,NA,4,All,d,405,354,14.4,NHS Lothian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
177,20200119,S08000024,NA,5,All,d,527,451.5,16.7,NHS Lothian,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
178,20200119,S08000025,NA,2,All,d,10,8.5,17.6,NHS Orkney,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
179,20200119,S08000025,NA,3,All,d,8,9.5,-15.8,NHS Orkney,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
180,20200119,S08000025,NA,4,All,d,29,25,16,NHS Orkney,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
181,20200119,S08000026,NA,3,All,d,10,18,-44.4,NHS Shetland,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
182,20200119,S08000026,NA,4,All,d,14,27.5,-49.1,NHS Shetland,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
183,20200119,S08000028,NA,2,All,d,8,14.5,-44.8,NHS Western Isles,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
184,20200119,S08000028,NA,3,All,d,62,59.5,4.2,NHS Western Isles,20140401,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
185,20200119,S08000029,NA,1,All,d,264,246,7.3,NHS Fife,20180202,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
186,20200119,S08000029,NA,2,All,d,256,224.5,14,NHS Fife,20180202,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
187,20200119,S08000029,NA,3,All,d,166,190,-12.6,NHS Fife,20180202,NA,S92000003,2020,1,19,2020-01-19,TRUE,0
188,20200119,S08000029,NA,4,All,d,163,137.5,18.5,NHS Fife,20180202,NA,S92000003,2020,1,19,2020-01-19,TRUE,7
