hb,hb_name,wdate,year,month,day,iswinter,age_band,admissions,age_band_new
S92000003,All Scotland,2022-10-02,2022,10,2,TRUE,50-54,7,18-74
S92000003,All Scotland,2022-10-09,2022,10,9,TRUE,50-54,6,18-74
S92000003,All Scotland,2022-10-16,2022,10,16,TRUE,50-54,14,18-74
S92000003,All Scotland,2020-03-01,2020,3,1,TRUE,55-59,0,18-74
S92000003,All Scotland,2020-03-08,2020,3,8,TRUE,55-59,NA,18-74
S92000003,All Scotland,2020-03-15,2020,3,15,TRUE,55-59,NA,18-74
S92000003,All Scotland,2020-03-22,2020,3,22,TRUE,55-59,18,18-74
S92000003,All Scotland,2020-03-29,2020,3,29,TRUE,55-59,73,18-74
S92000003,All Scotland,2020-04-05,2020,4,5,FALSE,55-59,133,18-74
S92000003,All Scotland,2020-04-12,2020,4,12,FALSE,55-59,80,18-74
S92000003,All Scotland,2020-04-19,2020,4,19,FALSE,55-59,55,18-74
S92000003,All Scotland,2020-04-26,2020,4,26,FALSE,55-59,25,18-74
S92000003,All Scotland,2020-05-03,2020,5,3,FALSE,55-59,28,18-74
S92000003,All Scotland,2020-05-10,2020,5,10,FALSE,55-59,24,18-74
S92000003,All Scotland,2020-05-17,2020,5,17,FALSE,55-59,11,18-74
S92000003,All Scotland,2020-05-24,2020,5,24,FALSE,55-59,NA,18-74
S92000003,All Scotland,2020-05-31,2020,5,31,FALSE,55-59,5,18-74
S92000003,All Scotland,2020-06-07,2020,6,7,FALSE,55-59,5,18-74
S92000003,All Scotland,2020-06-14,2020,6,14,FALSE,55-59,0,18-74
S92000003,All Scotland,2020-06-21,2020,6,21,FALSE,55-59,NA,18-74
S92000003,All Scotland,2020-06-28,2020,6,28,FALSE,55-59,NA,18-74
S92000003,All Scotland,2020-07-05,2020,7,5,FALSE,55-59,0,18-74
S92000003,All Scotland,2020-07-12,2020,7,12,FALSE,55-59,0,18-74
S92000003,All Scotland,2020-07-19,2020,7,19,FALSE,55-59,0,18-74
S92000003,All Scotland,2020-07-26,2020,7,26,FALSE,55-59,0,18-74
S92000003,All Scotland,2020-08-02,2020,8,2,FALSE,55-59,NA,18-74
S92000003,All Scotland,2020-08-09,2020,8,9,FALSE,55-59,0,18-74
S92000003,All Scotland,2020-08-16,2020,8,16,FALSE,55-59,0,18-74
S92000003,All Scotland,2020-08-23,2020,8,23,FALSE,55-59,NA,18-74
S92000003,All Scotland,2020-08-30,2020,8,30,FALSE,55-59,NA,18-74
S92000003,All Scotland,2020-09-06,2020,9,6,FALSE,55-59,0,18-74
S92000003,All Scotland,2020-09-13,2020,9,13,FALSE,55-59,6,18-74
S92000003,All Scotland,2020-09-20,2020,9,20,FALSE,55-59,5,18-74
S92000003,All Scotland,2020-09-27,2020,9,27,FALSE,55-59,10,18-74
S92000003,All Scotland,2020-10-04,2020,10,4,TRUE,55-59,22,18-74
S92000003,All Scotland,2020-10-11,2020,10,11,TRUE,55-59,33,18-74
S92000003,All Scotland,2020-10-18,2020,10,18,TRUE,55-59,72,18-74
S92000003,All Scotland,2020-10-25,2020,10,25,TRUE,55-59,72,18-74
S92000003,All Scotland,2020-11-01,2020,11,1,TRUE,55-59,73,18-74
S92000003,All Scotland,2020-11-08,2020,11,8,TRUE,55-59,49,18-74
S92000003,All Scotland,2020-11-15,2020,11,15,TRUE,55-59,42,18-74
S92000003,All Scotland,2020-11-22,2020,11,22,TRUE,55-59,48,18-74
S92000003,All Scotland,2020-11-29,2020,11,29,TRUE,55-59,32,18-74
S92000003,All Scotland,2020-12-06,2020,12,6,TRUE,55-59,19,18-74
S92000003,All Scotland,2020-12-13,2020,12,13,TRUE,55-59,23,18-74
S92000003,All Scotland,2020-12-20,2020,12,20,TRUE,55-59,46,18-74
S92000003,All Scotland,2020-12-27,2020,12,27,TRUE,55-59,31,18-74
S92000003,All Scotland,2021-01-03,2021,1,3,TRUE,55-59,71,18-74
S92000003,All Scotland,2021-01-10,2021,1,10,TRUE,55-59,87,18-74
S92000003,All Scotland,2021-01-17,2021,1,17,TRUE,55-59,97,18-74
S92000003,All Scotland,2021-01-24,2021,1,24,TRUE,55-59,92,18-74
S92000003,All Scotland,2021-01-31,2021,1,31,TRUE,55-59,76,18-74
S92000003,All Scotland,2021-02-07,2021,2,7,TRUE,55-59,71,18-74
S92000003,All Scotland,2021-02-14,2021,2,14,TRUE,55-59,48,18-74
S92000003,All Scotland,2021-02-21,2021,2,21,TRUE,55-59,48,18-74
S92000003,All Scotland,2021-02-28,2021,2,28,TRUE,55-59,49,18-74
S92000003,All Scotland,2021-03-07,2021,3,7,TRUE,55-59,39,18-74
S92000003,All Scotland,2021-03-14,2021,3,14,TRUE,55-59,29,18-74
S92000003,All Scotland,2021-03-21,2021,3,21,TRUE,55-59,21,18-74
S92000003,All Scotland,2021-03-28,2021,3,28,TRUE,55-59,21,18-74
S92000003,All Scotland,2021-04-04,2021,4,4,FALSE,55-59,6,18-74
S92000003,All Scotland,2021-04-11,2021,4,11,FALSE,55-59,15,18-74
S92000003,All Scotland,2021-04-18,2021,4,18,FALSE,55-59,NA,18-74
S92000003,All Scotland,2021-04-25,2021,4,25,FALSE,55-59,5,18-74
S92000003,All Scotland,2021-05-02,2021,5,2,FALSE,55-59,6,18-74
S92000003,All Scotland,2021-05-09,2021,5,9,FALSE,55-59,NA,18-74
S92000003,All Scotland,2021-05-16,2021,5,16,FALSE,55-59,8,18-74
S92000003,All Scotland,2021-05-23,2021,5,23,FALSE,55-59,7,18-74
S92000003,All Scotland,2021-05-30,2021,5,30,FALSE,55-59,10,18-74
S92000003,All Scotland,2021-06-06,2021,6,6,FALSE,55-59,9,18-74
S92000003,All Scotland,2021-06-13,2021,6,13,FALSE,55-59,7,18-74
S92000003,All Scotland,2021-06-20,2021,6,20,FALSE,55-59,13,18-74
S92000003,All Scotland,2021-06-27,2021,6,27,FALSE,55-59,11,18-74
S92000003,All Scotland,2021-07-04,2021,7,4,FALSE,55-59,27,18-74
S92000003,All Scotland,2021-07-11,2021,7,11,FALSE,55-59,36,18-74
S92000003,All Scotland,2021-07-18,2021,7,18,FALSE,55-59,24,18-74
S92000003,All Scotland,2021-07-25,2021,7,25,FALSE,55-59,33,18-74
S92000003,All Scotland,2021-08-01,2021,8,1,FALSE,55-59,19,18-74
S92000003,All Scotland,2021-08-08,2021,8,8,FALSE,55-59,17,18-74
S92000003,All Scotland,2021-08-15,2021,8,15,FALSE,55-59,14,18-74
S92000003,All Scotland,2021-08-22,2021,8,22,FALSE,55-59,19,18-74
S92000003,All Scotland,2021-08-29,2021,8,29,FALSE,55-59,34,18-74
S92000003,All Scotland,2021-09-05,2021,9,5,FALSE,55-59,58,18-74
S92000003,All Scotland,2021-09-12,2021,9,12,FALSE,55-59,60,18-74
S92000003,All Scotland,2021-09-19,2021,9,19,FALSE,55-59,64,18-74
S92000003,All Scotland,2021-09-26,2021,9,26,FALSE,55-59,56,18-74
S92000003,All Scotland,2021-10-03,2021,10,3,TRUE,55-59,43,18-74
S92000003,All Scotland,2021-10-10,2021,10,10,TRUE,55-59,40,18-74
S92000003,All Scotland,2021-10-17,2021,10,17,TRUE,55-59,35,18-74
S92000003,All Scotland,2021-10-24,2021,10,24,TRUE,55-59,33,18-74
S92000003,All Scotland,2021-10-31,2021,10,31,TRUE,55-59,49,18-74
S92000003,All Scotland,2021-11-07,2021,11,7,TRUE,55-59,45,18-74
S92000003,All Scotland,2021-11-14,2021,11,14,TRUE,55-59,51,18-74
S92000003,All Scotland,2021-11-21,2021,11,21,TRUE,55-59,49,18-74
S92000003,All Scotland,2021-11-28,2021,11,28,TRUE,55-59,38,18-74
S92000003,All Scotland,2021-12-05,2021,12,5,TRUE,55-59,34,18-74
S92000003,All Scotland,2021-12-12,2021,12,12,TRUE,55-59,36,18-74
S92000003,All Scotland,2021-12-19,2021,12,19,TRUE,55-59,32,18-74
S92000003,All Scotland,2021-12-26,2021,12,26,TRUE,55-59,29,18-74
S92000003,All Scotland,2022-01-02,2022,1,2,TRUE,55-59,53,18-74
S92000003,All Scotland,2022-01-09,2022,1,9,TRUE,55-59,48,18-74
S92000003,All Scotland,2022-01-16,2022,1,16,TRUE,55-59,45,18-74
S92000003,All Scotland,2022-01-23,2022,1,23,TRUE,55-59,45,18-74
S92000003,All Scotland,2022-01-30,2022,1,30,TRUE,55-59,29,18-74
S92000003,All Scotland,2022-02-06,2022,2,6,TRUE,55-59,19,18-74
S92000003,All Scotland,2022-02-13,2022,2,13,TRUE,55-59,27,18-74
S92000003,All Scotland,2022-02-20,2022,2,20,TRUE,55-59,24,18-74
S92000003,All Scotland,2022-02-27,2022,2,27,TRUE,55-59,24,18-74
S92000003,All Scotland,2022-03-06,2022,3,6,TRUE,55-59,29,18-74
S92000003,All Scotland,2022-03-13,2022,3,13,TRUE,55-59,52,18-74
S92000003,All Scotland,2022-03-20,2022,3,20,TRUE,55-59,53,18-74
S92000003,All Scotland,2022-03-27,2022,3,27,TRUE,55-59,33,18-74
S92000003,All Scotland,2022-04-03,2022,4,3,FALSE,55-59,48,18-74
S92000003,All Scotland,2022-04-10,2022,4,10,FALSE,55-59,47,18-74
S92000003,All Scotland,2022-04-17,2022,4,17,FALSE,55-59,41,18-74
S92000003,All Scotland,2022-04-24,2022,4,24,FALSE,55-59,27,18-74
S92000003,All Scotland,2022-05-01,2022,5,1,FALSE,55-59,25,18-74
S92000003,All Scotland,2022-05-08,2022,5,8,FALSE,55-59,21,18-74
S92000003,All Scotland,2022-05-15,2022,5,15,FALSE,55-59,NA,18-74
S92000003,All Scotland,2022-05-22,2022,5,22,FALSE,55-59,11,18-74
S92000003,All Scotland,2022-05-29,2022,5,29,FALSE,55-59,18,18-74
S92000003,All Scotland,2022-06-05,2022,6,5,FALSE,55-59,17,18-74
S92000003,All Scotland,2022-06-12,2022,6,12,FALSE,55-59,27,18-74
S92000003,All Scotland,2022-06-19,2022,6,19,FALSE,55-59,22,18-74
S92000003,All Scotland,2022-06-26,2022,6,26,FALSE,55-59,47,18-74
S92000003,All Scotland,2022-07-03,2022,7,3,FALSE,55-59,46,18-74
S92000003,All Scotland,2022-07-10,2022,7,10,FALSE,55-59,46,18-74
S92000003,All Scotland,2022-07-17,2022,7,17,FALSE,55-59,39,18-74
S92000003,All Scotland,2022-07-24,2022,7,24,FALSE,55-59,31,18-74
S92000003,All Scotland,2022-07-31,2022,7,31,FALSE,55-59,25,18-74
S92000003,All Scotland,2022-08-07,2022,8,7,FALSE,55-59,11,18-74
S92000003,All Scotland,2022-08-14,2022,8,14,FALSE,55-59,18,18-74
S92000003,All Scotland,2022-08-21,2022,8,21,FALSE,55-59,14,18-74
S92000003,All Scotland,2022-08-28,2022,8,28,FALSE,55-59,12,18-74
S92000003,All Scotland,2022-09-04,2022,9,4,FALSE,55-59,12,18-74
S92000003,All Scotland,2022-09-11,2022,9,11,FALSE,55-59,18,18-74
S92000003,All Scotland,2022-09-18,2022,9,18,FALSE,55-59,18,18-74
S92000003,All Scotland,2022-09-25,2022,9,25,FALSE,55-59,10,18-74
S92000003,All Scotland,2022-10-02,2022,10,2,TRUE,55-59,8,18-74
S92000003,All Scotland,2022-10-09,2022,10,9,TRUE,55-59,6,18-74
S92000003,All Scotland,2022-10-16,2022,10,16,TRUE,55-59,NA,18-74
S92000003,All Scotland,2020-03-01,2020,3,1,TRUE,60-64,0,18-74
S92000003,All Scotland,2020-03-08,2020,3,8,TRUE,60-64,0,18-74
S92000003,All Scotland,2020-03-15,2020,3,15,TRUE,60-64,NA,18-74
S92000003,All Scotland,2020-03-22,2020,3,22,TRUE,60-64,26,18-74
S92000003,All Scotland,2020-03-29,2020,3,29,TRUE,60-64,70,18-74
S92000003,All Scotland,2020-04-05,2020,4,5,FALSE,60-64,107,18-74
S92000003,All Scotland,2020-04-12,2020,4,12,FALSE,60-64,84,18-74
S92000003,All Scotland,2020-04-19,2020,4,19,FALSE,60-64,53,18-74
S92000003,All Scotland,2020-04-26,2020,4,26,FALSE,60-64,27,18-74
S92000003,All Scotland,2020-05-03,2020,5,3,FALSE,60-64,25,18-74
S92000003,All Scotland,2020-05-10,2020,5,10,FALSE,60-64,14,18-74
S92000003,All Scotland,2020-05-17,2020,5,17,FALSE,60-64,12,18-74
S92000003,All Scotland,2020-05-24,2020,5,24,FALSE,60-64,8,18-74
S92000003,All Scotland,2020-05-31,2020,5,31,FALSE,60-64,8,18-74
S92000003,All Scotland,2020-06-07,2020,6,7,FALSE,60-64,0,18-74
S92000003,All Scotland,2020-06-14,2020,6,14,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-06-21,2020,6,21,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-06-28,2020,6,28,FALSE,60-64,0,18-74
S92000003,All Scotland,2020-07-05,2020,7,5,FALSE,60-64,0,18-74
S92000003,All Scotland,2020-07-12,2020,7,12,FALSE,60-64,0,18-74
S92000003,All Scotland,2020-07-19,2020,7,19,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-07-26,2020,7,26,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-08-02,2020,8,2,FALSE,60-64,0,18-74
S92000003,All Scotland,2020-08-09,2020,8,9,FALSE,60-64,0,18-74
S92000003,All Scotland,2020-08-16,2020,8,16,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-08-23,2020,8,23,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-08-30,2020,8,30,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-09-06,2020,9,6,FALSE,60-64,0,18-74
S92000003,All Scotland,2020-09-13,2020,9,13,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-09-20,2020,9,20,FALSE,60-64,NA,18-74
S92000003,All Scotland,2020-09-27,2020,9,27,FALSE,60-64,15,18-74
S92000003,All Scotland,2020-10-04,2020,10,4,TRUE,60-64,16,18-74
S92000003,All Scotland,2020-10-11,2020,10,11,TRUE,60-64,40,18-74
S92000003,All Scotland,2020-10-18,2020,10,18,TRUE,60-64,46,18-74
S92000003,All Scotland,2020-10-25,2020,10,25,TRUE,60-64,60,18-74
S92000003,All Scotland,2020-11-01,2020,11,1,TRUE,60-64,55,18-74
S92000003,All Scotland,2020-11-08,2020,11,8,TRUE,60-64,50,18-74
S92000003,All Scotland,2020-11-15,2020,11,15,TRUE,60-64,42,18-74
S92000003,All Scotland,2020-11-22,2020,11,22,TRUE,60-64,38,18-74
S92000003,All Scotland,2020-11-29,2020,11,29,TRUE,60-64,29,18-74
S92000003,All Scotland,2020-12-06,2020,12,6,TRUE,60-64,28,18-74
S92000003,All Scotland,2020-12-13,2020,12,13,TRUE,60-64,33,18-74
S92000003,All Scotland,2020-12-20,2020,12,20,TRUE,60-64,39,18-74
S92000003,All Scotland,2020-12-27,2020,12,27,TRUE,60-64,44,18-74
S92000003,All Scotland,2021-01-03,2021,1,3,TRUE,60-64,75,18-74
S92000003,All Scotland,2021-01-10,2021,1,10,TRUE,60-64,87,18-74
S92000003,All Scotland,2021-01-17,2021,1,17,TRUE,60-64,102,18-74
S92000003,All Scotland,2021-01-24,2021,1,24,TRUE,60-64,87,18-74
S92000003,All Scotland,2021-01-31,2021,1,31,TRUE,60-64,69,18-74
S92000003,All Scotland,2021-02-07,2021,2,7,TRUE,60-64,71,18-74
S92000003,All Scotland,2021-02-14,2021,2,14,TRUE,60-64,51,18-74
S92000003,All Scotland,2021-02-21,2021,2,21,TRUE,60-64,56,18-74
S92000003,All Scotland,2021-02-28,2021,2,28,TRUE,60-64,42,18-74
S92000003,All Scotland,2021-03-07,2021,3,7,TRUE,60-64,23,18-74
S92000003,All Scotland,2021-03-14,2021,3,14,TRUE,60-64,17,18-74
S92000003,All Scotland,2021-03-21,2021,3,21,TRUE,60-64,16,18-74
S92000003,All Scotland,2021-03-28,2021,3,28,TRUE,60-64,18,18-74
S92000003,All Scotland,2021-04-04,2021,4,4,FALSE,60-64,13,18-74
S92000003,All Scotland,2021-04-11,2021,4,11,FALSE,60-64,6,18-74
S92000003,All Scotland,2021-04-18,2021,4,18,FALSE,60-64,NA,18-74
S92000003,All Scotland,2021-04-25,2021,4,25,FALSE,60-64,NA,18-74
S92000003,All Scotland,2021-05-02,2021,5,2,FALSE,60-64,NA,18-74
S92000003,All Scotland,2021-05-09,2021,5,9,FALSE,60-64,NA,18-74
S92000003,All Scotland,2021-05-16,2021,5,16,FALSE,60-64,NA,18-74
S92000003,All Scotland,2021-05-23,2021,5,23,FALSE,60-64,NA,18-74
S92000003,All Scotland,2021-05-30,2021,5,30,FALSE,60-64,13,18-74
S92000003,All Scotland,2021-06-06,2021,6,6,FALSE,60-64,5,18-74
S92000003,All Scotland,2021-06-13,2021,6,13,FALSE,60-64,8,18-74
S92000003,All Scotland,2021-06-20,2021,6,20,FALSE,60-64,10,18-74
S92000003,All Scotland,2021-06-27,2021,6,27,FALSE,60-64,8,18-74
S92000003,All Scotland,2021-07-04,2021,7,4,FALSE,60-64,28,18-74
S92000003,All Scotland,2021-07-11,2021,7,11,FALSE,60-64,35,18-74
S92000003,All Scotland,2021-07-18,2021,7,18,FALSE,60-64,39,18-74
S92000003,All Scotland,2021-07-25,2021,7,25,FALSE,60-64,23,18-74
S92000003,All Scotland,2021-08-01,2021,8,1,FALSE,60-64,18,18-74
S92000003,All Scotland,2021-08-08,2021,8,8,FALSE,60-64,22,18-74
S92000003,All Scotland,2021-08-15,2021,8,15,FALSE,60-64,22,18-74
S92000003,All Scotland,2021-08-22,2021,8,22,FALSE,60-64,19,18-74
S92000003,All Scotland,2021-08-29,2021,8,29,FALSE,60-64,36,18-74
S92000003,All Scotland,2021-09-05,2021,9,5,FALSE,60-64,62,18-74
S92000003,All Scotland,2021-09-12,2021,9,12,FALSE,60-64,80,18-74
S92000003,All Scotland,2021-09-19,2021,9,19,FALSE,60-64,67,18-74
S92000003,All Scotland,2021-09-26,2021,9,26,FALSE,60-64,46,18-74
S92000003,All Scotland,2021-10-03,2021,10,3,TRUE,60-64,39,18-74
S92000003,All Scotland,2021-10-10,2021,10,10,TRUE,60-64,38,18-74
S92000003,All Scotland,2021-10-17,2021,10,17,TRUE,60-64,34,18-74
S92000003,All Scotland,2021-10-24,2021,10,24,TRUE,60-64,49,18-74
S92000003,All Scotland,2021-10-31,2021,10,31,TRUE,60-64,48,18-74
S92000003,All Scotland,2021-11-07,2021,11,7,TRUE,60-64,50,18-74
S92000003,All Scotland,2021-11-14,2021,11,14,TRUE,60-64,45,18-74
S92000003,All Scotland,2021-11-21,2021,11,21,TRUE,60-64,45,18-74
S92000003,All Scotland,2021-11-28,2021,11,28,TRUE,60-64,46,18-74
S92000003,All Scotland,2021-12-05,2021,12,5,TRUE,60-64,26,18-74
S92000003,All Scotland,2021-12-12,2021,12,12,TRUE,60-64,32,18-74
S92000003,All Scotland,2021-12-19,2021,12,19,TRUE,60-64,26,18-74
S92000003,All Scotland,2021-12-26,2021,12,26,TRUE,60-64,26,18-74
S92000003,All Scotland,2022-01-02,2022,1,2,TRUE,60-64,44,18-74
S92000003,All Scotland,2022-01-09,2022,1,9,TRUE,60-64,56,18-74
S92000003,All Scotland,2022-01-16,2022,1,16,TRUE,60-64,60,18-74
S92000003,All Scotland,2022-01-23,2022,1,23,TRUE,60-64,31,18-74
S92000003,All Scotland,2022-01-30,2022,1,30,TRUE,60-64,29,18-74
S92000003,All Scotland,2022-02-06,2022,2,6,TRUE,60-64,29,18-74
S92000003,All Scotland,2022-02-13,2022,2,13,TRUE,60-64,27,18-74
S92000003,All Scotland,2022-02-20,2022,2,20,TRUE,60-64,37,18-74
S92000003,All Scotland,2022-02-27,2022,2,27,TRUE,60-64,36,18-74
S92000003,All Scotland,2022-03-06,2022,3,6,TRUE,60-64,32,18-74
S92000003,All Scotland,2022-03-13,2022,3,13,TRUE,60-64,40,18-74
S92000003,All Scotland,2022-03-20,2022,3,20,TRUE,60-64,58,18-74
S92000003,All Scotland,2022-03-27,2022,3,27,TRUE,60-64,63,18-74
S92000003,All Scotland,2022-04-03,2022,4,3,FALSE,60-64,52,18-74
S92000003,All Scotland,2022-04-10,2022,4,10,FALSE,60-64,37,18-74
S92000003,All Scotland,2022-04-17,2022,4,17,FALSE,60-64,27,18-74
S92000003,All Scotland,2022-04-24,2022,4,24,FALSE,60-64,28,18-74
S92000003,All Scotland,2022-05-01,2022,5,1,FALSE,60-64,28,18-74
S92000003,All Scotland,2022-05-08,2022,5,8,FALSE,60-64,21,18-74
S92000003,All Scotland,2022-05-15,2022,5,15,FALSE,60-64,16,18-74
S92000003,All Scotland,2022-05-22,2022,5,22,FALSE,60-64,16,18-74
S92000003,All Scotland,2022-05-29,2022,5,29,FALSE,60-64,23,18-74
S92000003,All Scotland,2022-06-05,2022,6,5,FALSE,60-64,25,18-74
S92000003,All Scotland,2022-06-12,2022,6,12,FALSE,60-64,33,18-74
S92000003,All Scotland,2022-06-19,2022,6,19,FALSE,60-64,37,18-74
S92000003,All Scotland,2022-06-26,2022,6,26,FALSE,60-64,48,18-74
S92000003,All Scotland,2022-07-03,2022,7,3,FALSE,60-64,61,18-74
S92000003,All Scotland,2022-07-10,2022,7,10,FALSE,60-64,63,18-74
S92000003,All Scotland,2022-07-17,2022,7,17,FALSE,60-64,44,18-74
S92000003,All Scotland,2022-07-24,2022,7,24,FALSE,60-64,38,18-74
S92000003,All Scotland,2022-07-31,2022,7,31,FALSE,60-64,33,18-74
S92000003,All Scotland,2022-08-07,2022,8,7,FALSE,60-64,27,18-74
S92000003,All Scotland,2022-08-14,2022,8,14,FALSE,60-64,19,18-74
S92000003,All Scotland,2022-08-21,2022,8,21,FALSE,60-64,16,18-74
S92000003,All Scotland,2022-08-28,2022,8,28,FALSE,60-64,19,18-74
S92000003,All Scotland,2022-09-04,2022,9,4,FALSE,60-64,16,18-74
S92000003,All Scotland,2022-09-11,2022,9,11,FALSE,60-64,20,18-74
S92000003,All Scotland,2022-09-18,2022,9,18,FALSE,60-64,16,18-74
S92000003,All Scotland,2022-09-25,2022,9,25,FALSE,60-64,16,18-74
S92000003,All Scotland,2022-10-02,2022,10,2,TRUE,60-64,20,18-74
S92000003,All Scotland,2022-10-09,2022,10,9,TRUE,60-64,16,18-74
S92000003,All Scotland,2022-10-16,2022,10,16,TRUE,60-64,11,18-74
S92000003,All Scotland,2020-03-01,2020,3,1,TRUE,65-69,0,18-74
S92000003,All Scotland,2020-03-08,2020,3,8,TRUE,65-69,0,18-74
S92000003,All Scotland,2020-03-15,2020,3,15,TRUE,65-69,NA,18-74
S92000003,All Scotland,2020-03-22,2020,3,22,TRUE,65-69,16,18-74
S92000003,All Scotland,2020-03-29,2020,3,29,TRUE,65-69,62,18-74
S92000003,All Scotland,2020-04-05,2020,4,5,FALSE,65-69,106,18-74
S92000003,All Scotland,2020-04-12,2020,4,12,FALSE,65-69,61,18-74
S92000003,All Scotland,2020-04-19,2020,4,19,FALSE,65-69,30,18-74
S92000003,All Scotland,2020-04-26,2020,4,26,FALSE,65-69,28,18-74
S92000003,All Scotland,2020-05-03,2020,5,3,FALSE,65-69,17,18-74
S92000003,All Scotland,2020-05-10,2020,5,10,FALSE,65-69,14,18-74
S92000003,All Scotland,2020-05-17,2020,5,17,FALSE,65-69,6,18-74
S92000003,All Scotland,2020-05-24,2020,5,24,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-05-31,2020,5,31,FALSE,65-69,6,18-74
S92000003,All Scotland,2020-06-07,2020,6,7,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-06-14,2020,6,14,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-06-21,2020,6,21,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-06-28,2020,6,28,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-07-05,2020,7,5,FALSE,65-69,0,18-74
S92000003,All Scotland,2020-07-12,2020,7,12,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-07-19,2020,7,19,FALSE,65-69,0,18-74
S92000003,All Scotland,2020-07-26,2020,7,26,FALSE,65-69,0,18-74
S92000003,All Scotland,2020-08-02,2020,8,2,FALSE,65-69,0,18-74
S92000003,All Scotland,2020-08-09,2020,8,9,FALSE,65-69,0,18-74
S92000003,All Scotland,2020-08-16,2020,8,16,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-08-23,2020,8,23,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-08-30,2020,8,30,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-09-06,2020,9,6,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-09-13,2020,9,13,FALSE,65-69,NA,18-74
S92000003,All Scotland,2020-09-20,2020,9,20,FALSE,65-69,6,18-74
S92000003,All Scotland,2020-09-27,2020,9,27,FALSE,65-69,15,18-74
S92000003,All Scotland,2020-10-04,2020,10,4,TRUE,65-69,15,18-74
S92000003,All Scotland,2020-10-11,2020,10,11,TRUE,65-69,25,18-74
S92000003,All Scotland,2020-10-18,2020,10,18,TRUE,65-69,61,18-74
S92000003,All Scotland,2020-10-25,2020,10,25,TRUE,65-69,75,18-74
S92000003,All Scotland,2020-11-01,2020,11,1,TRUE,65-69,58,18-74
S92000003,All Scotland,2020-11-08,2020,11,8,TRUE,65-69,32,18-74
S92000003,All Scotland,2020-11-15,2020,11,15,TRUE,65-69,45,18-74
S92000003,All Scotland,2020-11-22,2020,11,22,TRUE,65-69,41,18-74
S92000003,All Scotland,2020-11-29,2020,11,29,TRUE,65-69,33,18-74
S92000003,All Scotland,2020-12-06,2020,12,6,TRUE,65-69,29,18-74
S92000003,All Scotland,2020-12-13,2020,12,13,TRUE,65-69,30,18-74
S92000003,All Scotland,2020-12-20,2020,12,20,TRUE,65-69,23,18-74
S92000003,All Scotland,2020-12-27,2020,12,27,TRUE,65-69,45,18-74
S92000003,All Scotland,2021-01-03,2021,1,3,TRUE,65-69,66,18-74
S92000003,All Scotland,2021-01-10,2021,1,10,TRUE,65-69,105,18-74
S92000003,All Scotland,2021-01-17,2021,1,17,TRUE,65-69,97,18-74
S92000003,All Scotland,2021-01-24,2021,1,24,TRUE,65-69,72,18-74
S92000003,All Scotland,2021-01-31,2021,1,31,TRUE,65-69,56,18-74
S92000003,All Scotland,2021-02-07,2021,2,7,TRUE,65-69,40,18-74
S92000003,All Scotland,2021-02-14,2021,2,14,TRUE,65-69,37,18-74
S92000003,All Scotland,2021-02-21,2021,2,21,TRUE,65-69,39,18-74
S92000003,All Scotland,2021-02-28,2021,2,28,TRUE,65-69,36,18-74
S92000003,All Scotland,2021-03-07,2021,3,7,TRUE,65-69,NA,18-74
S92000003,All Scotland,2021-03-14,2021,3,14,TRUE,65-69,10,18-74
S92000003,All Scotland,2021-03-21,2021,3,21,TRUE,65-69,7,18-74
S92000003,All Scotland,2021-03-28,2021,3,28,TRUE,65-69,8,18-74
S92000003,All Scotland,2021-04-04,2021,4,4,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-04-11,2021,4,11,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-04-18,2021,4,18,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-04-25,2021,4,25,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-05-02,2021,5,2,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-05-09,2021,5,9,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-05-16,2021,5,16,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-05-23,2021,5,23,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-05-30,2021,5,30,FALSE,65-69,NA,18-74
S92000003,All Scotland,2021-06-06,2021,6,6,FALSE,65-69,5,18-74
S92000003,All Scotland,2021-06-13,2021,6,13,FALSE,65-69,5,18-74
